,时间,GPS车速
0,500570,9.7
1,500571,6.5
2,500572,4.4
3,500573,0.0
4,500574,0.0
5,500575,0.0
6,500576,0.0
7,500577,0.0
8,500578,0.0
9,500579,0.0
10,500580,0.0
11,500581,0.0
12,500582,0.0
13,500583,0.0
14,500584,0.0
15,500585,0.0
16,500586,0.0
17,500587,0.0
18,500588,0.0
19,500589,0.0
20,500590,0.0
21,500591,0.0
22,500592,0.0
23,500593,0.0
24,500594,0.0
25,500595,0.0
26,500596,0.0
27,500597,0.0
28,500598,0.0
29,500599,0.0
30,500600,0.0
31,500601,0.0
32,500602,0.0
33,500603,0.0
34,500604,0.0
35,500605,0.0
36,500606,0.0
37,500607,0.0
38,500608,0.0
39,500609,4.0
40,500610,5.7
41,500611,6.8
42,500612,6.8
43,500613,6.0
44,500614,5.2
45,500615,4.8
46,500616,4.9
47,500617,5.0
48,500618,5.8
49,500619,5.1
50,500620,4.4
51,500621,6.5
52,500622,8.5
53,500623,12.4
54,500624,13.4
55,500625,13.1
56,500626,16.4
57,500627,18.3
58,500628,21.0
59,500629,21.7
60,500630,22.1
61,500631,22.0
62,500632,25.9
63,500633,24.3
64,500634,25.1
65,500635,25.0
66,500636,24.8
67,500637,24.8
68,500638,26.1
69,500639,24.3
70,500640,24.0
71,500641,25.7
72,500642,25.6
73,500643,24.9
74,500644,25.0
75,500645,23.8
76,500646,21.9
77,500647,17.2
78,500648,14.5
79,500649,13.1
80,500650,13.5
81,500651,13.6
82,500652,14.5
83,500653,13.1
84,500654,11.1
85,500655,11.4
86,500656,14.2
87,500657,15.8
88,500658,15.8
89,500659,17.5
90,500660,14.7
91,500661,13.4
92,500662,12.6
93,500663,11.6
