,时间,GPS车速
0,496229,9.6
1,496230,7.2
2,496231,6.6
3,496232,5.9
4,496233,5.8
5,496234,5.4
6,496235,5.0
7,496237,6.2
8,496238,10.9
9,496239,27.2
10,496240,33.6
11,496241,38.2
12,496242,47.4
13,496243,48.1
14,496244,51.9
15,496245,56.0
16,496246,57.0
17,496247,58.3
18,496248,62.6
19,496249,64.1
20,496250,65.1
21,496251,66.1
22,496252,68.8
23,496253,69.4
24,496254,71.1
25,496255,72.1
26,496256,75.2
27,496257,76.3
28,496258,77.2
29,496259,77.8
30,496260,79.0
31,496261,78.9
32,496262,80.1
33,496263,81.0
34,496264,81.3
35,496265,81.3
36,496266,81.7
37,496267,82.2
38,496268,84.8
39,496269,85.3
40,496270,84.9
41,496271,85.3
42,496272,85.7
43,496273,86.1
44,496274,87.5
45,496275,87.5
46,496276,89.2
47,496277,89.1
48,496278,90.0
49,496279,90.1
50,496280,90.7
51,496281,90.8
52,496282,91.9
53,496283,92.9
54,496284,95.3
55,496285,94.4
56,496286,94.8
57,496287,95.3
58,496288,96.2
59,496289,96.1
60,496290,97.3
61,496291,97.1
62,496292,98.7
63,496293,98.4
64,496294,100.6
65,496295,100.5
66,496296,99.7
67,496297,99.8
68,496298,101.5
69,496299,101.6
70,496300,102.8
71,496301,102.5
72,496302,104.1
73,496303,105.5
74,496304,105.8
75,496305,106.8
76,496306,107.1
77,496307,107.5
78,496308,107.0
79,496309,107.6
80,496310,107.0
81,496311,108.4
82,496312,108.0
83,496313,107.6
84,496314,107.1
85,496315,107.2
86,496316,107.3
87,496317,105.9
88,496318,105.1
89,496319,104.8
90,496320,104.9
91,496321,104.2
92,496366,91.0
93,496367,91.0
94,496368,91.0
95,496369,89.3
96,496370,88.7
97,496371,88.6
98,496372,88.4
99,496373,85.8
100,496374,86.5
101,496375,85.9
102,496376,85.8
103,496377,83.9
104,496378,83.9
105,496379,83.0
106,496380,83.0
107,496381,82.6
108,496382,82.3
109,496383,80.4
110,496384,80.3
111,496385,80.8
112,496386,81.0
113,496387,80.4
114,496388,80.4
115,496389,81.0
116,496390,81.2
117,496391,81.6
118,496392,81.5
119,496393,81.5
120,496394,81.6
121,496397,78.6
122,496398,82.8
123,496399,82.8
124,496400,83.4
125,496401,84.1
126,496402,84.2
127,496403,84.1
128,496404,84.0
129,496405,84.1
130,496406,84.0
131,496407,84.7
132,496408,84.8
133,496409,87.0
134,496410,87.1
135,496411,88.5
136,496412,88.5
137,496413,90.3
138,496414,90.2
139,496415,90.0
140,496416,90.0
141,496417,88.8
142,496418,89.0
143,496419,90.0
144,496420,89.9
145,496421,90.6
146,496422,90.8
147,496423,90.6
148,496424,90.9
149,496425,90.9
150,496426,90.8
151,496427,88.6
152,496428,88.7
153,496429,88.9
154,496430,89.5
155,496431,90.0
156,496432,90.1
157,496433,89.0
158,496434,89.4
159,496435,89.5
160,496436,88.9
161,496437,88.9
162,496438,89.4
163,496439,89.5
164,496440,89.6
165,496441,89.6
166,496442,89.9
167,496443,89.6
168,496444,88.9
169,496445,89.2
170,496446,83.5
171,496447,78.0
172,496448,74.3
173,496449,72.8
174,496450,72.8
175,496451,72.5
176,496452,71.8
177,496453,71.1
178,496454,69.2
179,496455,69.8
180,496456,64.8
181,496457,64.2
182,496458,65.4
183,496459,65.5
184,496460,65.5
185,496461,65.4
186,496462,63.7
187,496463,61.6
188,496464,60.9
189,496465,54.7
190,496466,56.5
191,496467,45.9
192,496468,44.5
193,496469,43.1
194,496470,42.8
195,496471,42.7
196,496472,43.1
197,496473,43.6
198,496474,43.7
199,496475,43.6
200,496476,43.5
201,496477,43.5
202,496478,44.0
203,496479,43.4
204,496480,42.9
205,496481,42.4
206,496482,41.9
207,496483,41.8
208,496484,44.5
209,496485,44.5
210,496486,44.4
211,496487,43.6
212,496488,43.5
213,496489,43.4
214,496490,41.6
215,496491,39.5
216,496492,37.2
217,496493,33.0
218,496494,30.5
219,496495,27.5
220,496496,23.3
221,496497,21.5
222,496498,18.9
223,496499,16.7
224,496500,15.5
225,496501,15.6
226,496502,14.8
227,496503,11.3
