时间,GPS车速
513458,9.0
513459,8.0
513460,8.1
513461,8.2
513462,9.0
513463,11.7
513464,14.8
513465,17.0
513466,18.7
513467,21.1
513468,25.0
513469,26.4
513470,27.3
513471,30.2
513472,31.4
513473,32.6
513474,34.9
513475,36.1
513476,37.0
513477,38.6
513478,37.7
513479,36.7
513480,36.9
513481,36.0
513482,33.9
513483,35.5
513484,33.7
513485,32.1
513486,32.0
513487,32.0
513488,32.4
513489,32.5
513490,33.2
513491,33.3
513492,33.4
513493,34.5
513494,35.8
513495,36.7
513496,37.8
513497,38.7
513498,39.7
513499,40.3
513500,40.0
513501,40.0
513502,40.5
513503,41.3
513504,39.7
513505,30.7
513506,20.5
