时间,GPS车速
504599,9.7
504600,5.2
504601,4.8
504602,4.3
504603,3.6
504604,2.6
504605,2.5
504606,2.2
504607,2.0
504608,2.0
504609,1.8
504610,0.0
504611,0.0
504612,0.0
504613,1.6
504614,1.8
504615,1.4
504616,0.0
504617,0.0
504618,0.0
504619,0.0
504620,0.0
504621,0.0
504622,0.0
504623,0.2
504624,0.4
504625,0.3
504626,2.9
504627,3.2
504628,4.2
504629,3.9
504630,6.1
504631,6.2
504632,1.6
504633,0.0
504634,0.0
504635,2.3
504636,0.0
504637,0.0
504638,0.0
504639,0.0
504640,0.0
504641,0.0
504642,2.3
504643,2.3
504644,4.0
504645,4.0
504646,4.0
504647,4.0
504648,1.5
504649,2.1
504650,3.1
504651,3.0
504652,4.4
504653,4.9
504654,6.8
504655,7.7
504656,8.4
504657,10.6
504658,12.7
504659,13.3
504660,18.8
504661,19.2
504662,22.1
504664,26.9
504665,25.1
504666,31.3
504667,27.2
504668,27.8
504669,28.5
504670,29.2
504671,29.2
504672,29.1
504673,28.6
504674,23.7
504675,20.5
504676,17.8
504678,12.3
