,时间,GPS车速
0,497796,6.2
1,497797,0.2
2,497798,0.0
3,497799,0.0
4,497800,0.0
5,497801,0.0
6,497802,0.0
7,497803,0.0
8,497804,0.0
9,497805,0.0
10,497806,0.0
11,497807,0.0
12,497808,0.0
13,497809,0.0
14,497810,0.0
15,497811,0.0
16,497812,0.0
17,497813,0.0
18,497814,0.0
19,497815,0.0
20,497816,0.0
21,497817,0.0
22,497818,0.0
23,497819,0.0
24,497820,0.0
25,497821,0.0
26,497822,0.0
27,497823,0.0
28,497824,0.0
29,497825,0.0
30,497826,0.0
31,497827,0.0
32,497828,0.0
33,497829,0.0
34,497830,0.0
35,497831,0.0
36,497832,0.0
37,497833,0.0
38,497834,0.0
39,497835,0.0
40,497836,0.0
41,497837,0.0
42,497838,0.0
43,497839,0.0
44,497840,0.0
45,497841,0.0
46,497842,0.0
47,497843,0.0
48,497844,0.0
49,497845,0.0
50,497846,0.0
51,497847,0.0
52,497848,0.0
53,497849,0.0
54,497850,0.0
55,497851,0.0
56,497852,0.0
57,497853,0.0
58,497854,0.0
59,497855,0.0
60,497856,0.0
61,497857,0.0
62,497858,0.0
63,497859,0.0
64,497860,0.0
65,497861,0.0
66,497862,0.0
67,497863,0.0
68,497864,0.0
69,497865,0.0
70,497866,0.0
71,497867,0.0
72,497868,0.0
73,497869,0.0
74,497870,0.0
75,497871,0.0
76,497872,0.0
77,497873,0.0
78,497874,0.0
79,497875,0.0
80,497876,0.0
81,497877,0.0
82,497878,0.0
83,497879,0.0
84,497880,0.0
85,497881,0.0
86,497882,0.0
87,497883,0.0
88,497884,0.0
89,497885,0.0
90,497886,0.0
91,497887,0.0
92,497888,0.0
93,497889,0.0
94,497890,0.0
95,497891,0.0
96,497892,0.0
97,497893,0.0
98,497894,0.0
99,497895,0.0
100,497896,0.0
101,497897,0.0
102,497898,0.0
103,497899,0.0
104,497900,0.0
105,497901,0.0
106,497902,0.0
107,497903,0.0
108,497904,0.0
109,497905,0.0
110,497906,0.0
111,497907,0.0
112,497908,0.0
113,497909,0.0
114,497910,0.0
115,497911,0.0
116,497912,5.3
117,497913,20.6
118,497914,24.7
119,497915,27.4
120,497916,28.8
121,497917,33.5
122,497918,34.7
123,497919,37.0
124,497920,38.7
125,497921,39.4
126,497922,40.6
127,497923,41.5
128,497924,42.6
129,497925,44.9
130,497926,45.8
131,497927,46.5
132,497928,47.6
133,497929,48.3
134,497930,48.4
135,497931,48.8
136,497932,50.2
137,497933,49.9
138,497934,50.1
139,497935,48.7
140,497936,47.7
141,497937,45.4
142,497938,43.5
143,497939,41.1
144,497940,35.4
145,497941,33.9
146,497942,33.1
147,497943,33.0
148,497944,34.3
149,497945,34.0
150,497946,33.1
151,497947,33.0
152,497948,30.8
153,497949,28.9
154,497950,27.5
155,497951,26.6
156,497952,25.5
157,497953,26.4
158,497954,29.5
159,497955,31.5
160,497956,34.2
161,497957,36.5
162,497958,39.7
163,497959,41.7
164,497960,44.3
165,497961,44.9
166,497962,44.8
167,497963,44.9
168,497964,46.3
169,497965,46.5
170,497966,48.7
171,497967,49.5
172,497968,50.0
173,497969,50.0
174,497970,50.0
175,497971,50.8
176,497972,50.8
177,497973,50.8
178,497974,50.8
179,497975,50.9
180,497976,51.3
181,497977,51.8
182,497978,52.4
183,497979,52.5
184,497980,52.5
185,497981,53.3
186,497982,52.9
187,497983,52.5
188,497984,53.2
189,497985,53.0
190,497986,51.6
191,497987,51.2
192,497988,50.8
193,497989,50.8
