时间,GPS车速
431113,0.0
431114,0.0
431115,0.0
431116,0.0
431117,0.0
431118,0.0
431119,0.0
431120,0.0
431121,0.0
431122,0.0
431123,0.0
431124,0.0
431125,0.0
431126,0.0
431127,0.0
431128,0.0
431129,0.0
431130,0.0
431131,0.0
431132,0.0
431133,0.0
431134,0.0
431135,0.0
431136,0.0
431137,0.0
431138,0.0
431139,0.0
431140,0.0
431141,0.0
431142,0.0
431143,0.0
431144,0.0
431145,0.0
431146,0.0
431147,0.0
431148,0.0
431149,0.0
431150,0.0
431151,10.3
431152,11.6
431153,12.8
431154,13.6
431155,15.2
431156,18.0
431157,21.6
431158,22.0
431159,19.2
431160,16.1
431161,14.0
431162,12.5
431163,13.1
431164,13.5
431165,15.4
431166,16.8
431167,19.6
431168,23.0
431169,22.3
431170,20.8
431171,15.7
431172,13.0
431173,9.4
431174,9.3
431175,9.4
431176,9.1
431177,8.6
431178,8.9
431179,13.0
431180,14.5
431181,16.7
431182,17.3
431183,16.6
431184,15.2
431185,12.9
431186,10.9
431187,9.1
431188,8.1
431189,5.6
431190,3.9
431191,0.0
