,时间,GPS车速
0,186724,9.7
1,186725,8.8
2,186726,8.3
3,186727,10.1
4,186728,11.3
5,186729,14.8
6,186730,15.1
7,186731,17.5
8,186732,19.6
9,186733,23.4
10,186734,25.4
11,186735,29.5
12,186736,29.7
13,186737,30.4
14,186738,31.2
15,186739,38.6
16,186740,38.5
17,186741,38.6
18,186742,38.5
19,186743,39.4
20,186744,38.9
21,186745,41.6
22,186746,41.7
23,186747,43.1
24,186748,43.2
25,186749,44.2
26,186750,44.9
27,186751,45.4
28,186752,45.4
29,186753,45.8
30,186754,45.1
31,186755,42.6
32,186756,35.6
33,186757,33.1
34,186758,29.9
35,186759,22.7
36,186760,20.3
37,186761,16.2
38,186762,15.4
39,186763,14.0
40,186764,13.4
41,186765,13.0
42,186766,13.3
43,186767,14.2
44,186768,15.4
45,186769,17.5
46,186770,17.6
47,186771,18.9
48,186772,20.2
49,186773,20.2
50,186774,20.4
51,186775,21.2
52,186776,21.7
53,186777,24.7
54,186778,27.7
55,186779,30.5
56,186780,34.3
57,186781,36.8
58,186782,39.1
59,186783,43.2
60,186784,45.5
61,186785,45.6
62,186786,46.9
63,186787,47.5
64,186788,47.4
65,186789,43.0
66,186790,42.3
67,186791,40.9
68,186792,39.6
69,186793,37.6
70,186794,30.2
71,186795,27.7
72,186796,25.5
73,186797,23.2
74,186798,20.9
75,186799,21.8
76,186800,21.5
77,186801,21.9
78,186802,22.3
79,186803,21.8
80,186804,21.3
81,186805,20.2
82,186806,19.8
83,186807,20.3
84,186808,20.4
85,186809,19.9
86,186810,19.8
87,186811,18.7
88,186812,19.6
89,186813,19.5
90,186814,17.8
91,186815,16.4
92,186816,14.6
93,186817,13.4
94,186818,11.1
95,186819,11.1
96,186820,11.4
97,186821,11.9
98,186822,13.6
99,186823,14.3
100,186824,15.8
101,186825,15.7
102,186826,15.7
103,186827,15.0
104,186828,15.3
105,186829,14.9
106,186830,13.5
107,186831,11.7
