时间,GPS车速
340139,0.0
340140,0.0
340141,0.0
340142,0.0
340143,0.0
340144,0.0
340145,0.0
340146,0.0
340147,0.0
340148,0.0
340149,0.0
340150,0.0
340151,0.0
340152,0.0
340153,0.0
340154,0.0
340155,0.0
340156,0.0
340157,0.0
340158,0.0
340159,0.0
340160,0.0
340161,0.0
340162,0.0
340163,0.0
340164,0.0
340165,0.0
340166,0.0
340167,0.0
340168,0.0
340169,0.0
340170,0.0
340171,0.0
340172,0.0
340173,0.0
340174,12.3
340175,13.8
340176,15.3
340177,16.2
340178,17.3
340179,17.4
340180,16.5
340181,13.8
340182,11.9
340183,11.9
340184,13.1
340185,13.7
340186,15.0
340187,14.6
340188,15.3
340189,15.7
340190,16.1
340191,16.5
340192,16.5
340193,17.7
340194,18.7
340195,19.5
340196,23.0
340197,24.6
340198,26.6
340199,25.7
340200,21.1
340201,16.7
340202,12.3
340203,10.3
340204,12.6
340205,15.3
340206,17.5
340207,15.5
340208,13.4
340209,12.3
340210,12.4
340211,12.3
340212,14.1
340213,13.7
340214,13.8
340215,14.8
340216,13.3
340217,8.8
340218,8.2
340219,7.9
340220,9.7
340221,9.2
340222,9.6
340223,9.6
340224,10.3
340225,9.9
340226,10.2
340227,8.3
340228,7.9
340229,6.8
340230,6.7
340231,6.7
340232,7.3
340233,7.4
340234,9.6
340235,10.3
340236,13.6
340237,15.1
340238,15.2
340239,14.5
340240,13.2
340241,12.5
340242,12.2
340243,12.1
340244,13.5
340245,13.5
340246,13.0
340247,10.4
340248,8.5
340249,8.5
340250,9.4
340251,9.7
340252,11.4
340253,8.6
340254,8.5
340255,9.1
340256,11.6
340257,11.9
340258,11.1
340259,9.2
340260,9.1
340261,8.8
340262,9.5
340263,8.3
340264,6.2
340265,5.3
340266,6.8
340267,7.4
340268,10.0
340269,10.8
340270,13.5
340271,14.7
340272,21.1
340273,22.6
340274,27.3
340275,29.5
340276,34.3
340277,36.0
340278,42.1
340279,42.7
340280,46.5
340281,47.6
340282,49.9
340283,50.6
340284,52.2
340285,53.2
340286,53.2
340287,53.2
340288,54.5
340289,54.6
340290,56.5
340291,56.5
340292,58.2
340293,58.0
340294,54.2
340295,54.1
340296,52.6
340297,53.0
340298,55.2
340299,54.8
340300,54.7
340301,54.6
340302,55.0
340303,55.2
340304,57.3
340305,57.3
340306,60.7
340307,60.7
340308,61.4
340309,61.5
340310,63.5
340311,64.0
340312,65.3
340313,65.1
340314,66.3
340315,66.3
340316,62.1
340416,53.0
340417,53.3
340418,53.8
340419,54.1
340420,54.6
340421,55.1
340422,55.5
340423,55.5
340424,55.0
340425,53.8
340426,50.5
340427,52.1
340428,51.0
340429,50.4
340430,50.2
340431,48.9
340432,49.0
340433,48.6
340434,51.0
340435,51.5
340436,53.0
340437,54.2
340438,57.0
340439,58.7
340440,59.7
340441,60.5
340442,61.9
340443,64.3
340444,66.0
340445,66.4
340446,67.0
340447,67.1
340448,67.7
340449,68.0
340450,68.5
340451,68.5
340452,68.8
340453,67.3
340454,64.4
340455,62.3
340456,59.9
340457,57.4
340458,54.0
340459,49.7
340460,49.1
340461,48.6
340462,49.0
340463,48.1
340464,46.7
340465,44.3
340466,44.0
340467,45.6
340468,46.9
340469,46.8
340470,46.9
340471,46.8
340472,45.9
340473,45.3
340474,45.7
340475,45.5
340476,42.1
340477,38.3
340478,32.5
340479,24.7
340480,22.6
340525,23.1
340526,20.6
340527,20.0
340528,17.0
340529,15.9
340530,15.5
340531,16.0
340532,17.1
340533,18.8
340534,21.3
340535,22.9
340536,24.9
340537,28.0
340538,31.5
340539,32.5
340540,36.1
340541,38.1
340542,40.3
340543,41.3
340544,43.3
340545,43.6
340546,45.3
340547,46.2
340548,47.3
340549,47.0
340550,47.1
340551,47.1
340552,46.5
340553,46.5
340554,46.4
340555,45.8
340556,45.7
340557,46.5
340558,47.3
340559,46.8
340560,50.8
340561,53.1
340562,54.2
340563,55.5
340564,56.6
340565,57.3
340566,57.9
340567,59.7
340568,59.8
340569,61.1
340570,61.6
340571,63.4
340572,64.4
340573,64.9
340574,65.3
340575,66.6
340576,66.6
340577,65.9
340578,66.3
340579,66.9
340580,66.7
340581,66.2
340582,66.4
340583,64.5
340584,65.4
340585,68.0
340586,68.1
340587,67.8
340588,68.2
340589,67.9
340590,68.3
340591,62.6
340592,62.5
340593,62.0
340594,61.5
340595,60.4
340596,60.6
340597,58.8
340598,59.1
340599,55.7
340600,54.3
340601,51.2
340602,50.2
340603,47.2
340604,45.9
340605,40.6
340606,39.4
340607,35.9
340608,32.5
340609,29.7
340610,29.2
340611,28.2
340612,27.7
340613,26.6
340614,26.4
340615,26.9
340616,26.6
340617,28.3
340618,29.6
340619,28.9
340620,27.8
340621,27.1
340622,26.5
340623,27.6
340624,27.6
340625,28.9
340626,28.9
340627,28.8
340628,28.8
340629,29.4
340630,29.5
340631,27.2
340632,24.4
340633,19.0
340634,18.4
340635,17.0
340636,18.6
340637,16.6
340638,13.0
340639,0.0
