时间,GPS车速
359879,0.3
359880,0.0
359881,0.0
359882,0.0
359883,0.0
359884,0.0
359885,0.0
359886,0.0
359887,0.0
359888,0.0
359889,0.0
359890,0.0
359891,0.0
359892,0.0
359893,0.0
359894,0.0
359895,0.0
359896,0.0
359897,0.0
359898,0.0
359899,0.0
359900,7.3
359901,6.8
359902,4.8
359903,2.5
359904,0.0
359905,0.0
359906,2.3
359907,0.0
359908,0.0
359909,0.0
359910,0.0
359911,0.0
359912,4.4
359913,6.8
359914,9.5
359915,16.2
359916,18.6
359917,24.9
359918,26.8
359919,33.3
359920,34.6
359921,34.3
359922,32.3
359923,27.5
359924,24.8
359925,18.7
359926,17.1
359927,12.1
359928,12.2
359929,13.3
359930,14.2
359931,23.1
359932,23.5
359933,26.4
359934,26.8
359935,29.6
359936,29.9
359937,31.2
359938,32.4
359939,33.0
359940,33.0
359941,32.6
359942,32.3
359943,31.5
359944,31.5
359945,30.7
359946,31.3
359947,31.8
359948,31.8
359949,30.5
359950,30.0
359951,28.1
359952,27.1
359953,23.8
359954,22.1
359955,19.9
359956,19.9
359957,20.4
359958,21.0
359959,22.8
359960,23.8
359961,24.7
359962,25.7
359963,26.6
359964,27.0
359965,26.1
359966,25.7
359967,24.9
359968,26.2
359969,26.3
359970,26.0
359971,27.1
359972,26.7
359973,26.2
359974,26.2
359975,27.0
359976,28.0
359977,30.7
359978,32.0
359979,34.6
359980,36.6
359981,38.2
359982,39.9
359983,40.6
359984,42.6
359985,44.2
359986,45.9
359987,47.8
359988,47.9
359989,48.6
359990,48.7
359991,47.2
359992,45.7
359993,42.7
359994,39.8
359995,36.0
359996,33.4
359997,29.8
359998,26.6
359999,18.9
360000,12.9
