,filePath,0,1,2,label
3,processed_data/file1_fragments/fragment4.csv,0.3128876050659369,0.21607135995924276,-0.03755378083160901,2
4,processed_data/file1_fragments/fragment5.csv,0.5412312092427899,0.2287874185417161,-0.013292339248081687,2
5,processed_data/file1_fragments/fragment6.csv,0.4540390725273937,0.06783822055301089,-0.018142057236782246,2
6,processed_data/file1_fragments/fragment7.csv,0.540045005965594,0.07138803964827585,-0.005496823464571421,2
7,processed_data/file1_fragments/fragment8.csv,0.40775320616671856,0.10930598110511433,-0.009483917466796428,2
40,processed_data/file1_fragments/fragment41.csv,0.5359947466504794,-0.1526020098074492,-0.04652756276629056,2
68,processed_data/file1_fragments/fragment69.csv,0.5067275080176643,-0.09446631868360657,0.038286733925460587,2
85,processed_data/file1_fragments/fragment86.csv,0.5311107140108705,-0.07221500423385525,-0.005830546463117117,2
87,processed_data/file1_fragments/fragment88.csv,0.5709889053547992,0.1381426523390016,-0.044692350075651206,2
88,processed_data/file1_fragments/fragment89.csv,0.5627804833462289,-0.06062840413132292,-0.0793071767958045,2
97,processed_data/file1_fragments/fragment98.csv,0.5558793577926349,-0.04127324712820947,-0.04705587522631853,2
111,processed_data/file1_fragments/fragment112.csv,0.5455506361632411,-0.1677315120202707,-0.09247841327071324,2
113,processed_data/file1_fragments/fragment114.csv,0.5314622163560506,-0.1261363020654349,-0.04469665817497385,2
115,processed_data/file1_fragments/fragment116.csv,0.5617663243360487,-0.029804619127468387,-0.034227170964720194,2
120,processed_data/file1_fragments/fragment121.csv,0.3756513318835736,0.09968895104082263,-0.00804524546881171,2
121,processed_data/file1_fragments/fragment122.csv,0.6678551395326103,0.16662198443789786,-0.06542794059864339,2
124,processed_data/file1_fragments/fragment125.csv,0.5507002554834521,-0.1212227332081426,-0.0729148798446669,2
129,processed_data/file1_fragments/fragment130.csv,0.4146173216791511,0.18603934130157235,-0.02868348703395068,2
130,processed_data/file1_fragments/fragment131.csv,0.8860604896838544,0.4100926941638201,-0.08481261462823649,2
131,processed_data/file1_fragments/fragment132.csv,0.8437457461693287,0.1886011455006796,-0.07830912783066891,2
136,processed_data/file1_fragments/fragment137.csv,0.4663437307935944,-0.02686459951206361,0.04715354360280735,2
147,processed_data/file1_fragments/fragment148.csv,0.6532530196404426,0.25170230541449673,0.02314695637927067,2
151,processed_data/file1_fragments/fragment152.csv,0.6174080768604876,-0.0636828185817614,-0.04361096383164621,2
154,processed_data/file1_fragments/fragment155.csv,0.5204978081442732,-0.07174042611015792,0.0048623035306956,2
163,processed_data/file1_fragments/fragment164.csv,0.3484609447644291,0.093560808526436,-0.040300067513497184,2
173,processed_data/file1_fragments/fragment174.csv,0.4991406861553461,-0.07504714546592878,-0.053651747171058785,2
177,processed_data/file1_fragments/fragment178.csv,0.6022655329658966,-0.061203068133999235,-0.01628332142144581,2
178,processed_data/file1_fragments/fragment179.csv,0.6424237462530047,0.288080826636534,-0.047815821336669014,2
180,processed_data/file1_fragments/fragment181.csv,0.5783108539959636,-0.07816971268326814,-0.07423553221456114,2
183,processed_data/file1_fragments/fragment184.csv,0.5858884191750486,0.0226943488970684,-0.03027672787027345,2
217,processed_data/file1_fragments/fragment218.csv,0.3219949419078234,0.12709272923005638,-0.06452304459742192,2
226,processed_data/file1_fragments/fragment227.csv,0.7064572044878089,0.049368318733734616,-0.06782556183571424,2
230,processed_data/file1_fragments/fragment231.csv,0.5813762993875269,-0.08959686864407558,-0.05933935967576835,2
231,processed_data/file1_fragments/fragment232.csv,0.3943140892708067,0.06139876417225147,0.2544004535566751,2
232,processed_data/file1_fragments/fragment233.csv,0.6356239781599258,0.09017331092829914,-0.008670165814799602,2
233,processed_data/file1_fragments/fragment234.csv,0.538223085348076,0.15064660448582398,-0.01930091975918714,2
246,processed_data/file1_fragments/fragment247.csv,0.5899319107204118,-0.10864472450054648,-0.023672450626696172,2
247,processed_data/file1_fragments/fragment248.csv,0.5505420716793404,-0.1377867082863496,-0.033147300612438466,2
266,processed_data/file1_fragments/fragment267.csv,0.5112753611208647,-0.1219289934274954,-0.00777500621775005,2
274,processed_data/file1_fragments/fragment275.csv,0.9220618289500441,0.2350878066110396,-0.10965349129240934,2
279,processed_data/file1_fragments/fragment280.csv,0.8507854457895397,0.2486616018685678,-0.04503175874804317,2
284,processed_data/file1_fragments/fragment285.csv,0.7960902338239868,0.1940356175674833,-0.026959932089863827,2
288,processed_data/file1_fragments/fragment289.csv,0.6005073563665434,0.006499287176713335,-0.019141661322205617,2
297,processed_data/file1_fragments/fragment298.csv,0.6521504647404918,-0.06479876010594703,-0.08143339904546637,2
299,processed_data/file1_fragments/fragment300.csv,0.5830985279686446,-0.0579690446168147,-0.024648918099070737,2
300,processed_data/file1_fragments/fragment301.csv,0.480199678273663,-0.017319064229709913,-0.036517244918235256,2
302,processed_data/file1_fragments/fragment303.csv,0.5911681368849332,-0.04224161069761325,-0.021742274141555967,2
306,processed_data/file1_fragments/fragment307.csv,0.544869544988636,-0.03677284708615336,-0.058906080472947125,2
353,processed_data/file1_fragments/fragment354.csv,0.4839246432411709,-0.05771671972755747,-0.005734639431235145,2
373,processed_data/file1_fragments/fragment374.csv,0.5319873121120079,0.0014064961350786932,-0.004576403384453578,2
375,processed_data/file1_fragments/fragment376.csv,0.5107998390148535,-0.09446255145288476,0.025080712158128463,2
383,processed_data/file1_fragments/fragment384.csv,0.6316273798273326,-0.06288695829782416,0.0020085372682191,2
384,processed_data/file1_fragments/fragment385.csv,0.5699341472243304,0.02020607916197263,0.10106862295599592,2
385,processed_data/file1_fragments/fragment386.csv,0.500908270746489,0.1357972464306286,-0.033132690516694305,2
441,processed_data/file1_fragments/fragment442.csv,0.4864339444275501,-0.047148393768425834,-0.03450700307447603,2
442,processed_data/file1_fragments/fragment443.csv,0.5535994470288248,-0.04378229544100086,-0.0380753530102742,2
453,processed_data/file1_fragments/fragment454.csv,0.5802719789648035,0.03992304685956512,-0.03261331016974628,2
454,processed_data/file1_fragments/fragment455.csv,0.5931402286110946,0.092079192055532,-0.03249423745559436,2
457,processed_data/file1_fragments/fragment458.csv,0.5829114387426937,0.2327843608076761,-0.0041532929573309925,2
460,processed_data/file1_fragments/fragment461.csv,0.5916988710550014,0.05600359810580395,-0.05389331032670802,2
461,processed_data/file1_fragments/fragment462.csv,0.6299955716036278,-0.02259008690685248,-0.05652782193985479,2
462,processed_data/file1_fragments/fragment463.csv,0.4725262494296054,0.2924382450932861,-0.025584156178336214,2
463,processed_data/file1_fragments/fragment464.csv,0.6159066484519993,0.028840848685822425,0.05875425560425523,2
474,processed_data/file1_fragments/fragment475.csv,0.5927600444335751,0.06074713338431052,-0.07858453324711026,2
490,processed_data/file1_fragments/fragment491.csv,0.477614108162963,-0.02961262764488465,-0.021888117774775468,2
491,processed_data/file1_fragments/fragment492.csv,0.6583408795480665,-0.0646038373130388,-0.07612258647532155,2
492,processed_data/file1_fragments/fragment493.csv,0.5198876571724287,-0.1395075898416531,-0.004110751891980625,2
526,processed_data/file1_fragments/fragment527.csv,0.5491778835145602,-0.14024385735541692,-0.01870723457295996,2
528,processed_data/file1_fragments/fragment529.csv,0.8131959343257213,0.1876788461505973,-0.05345941205320126,2
545,processed_data/file1_fragments/fragment546.csv,0.43739687630051,-0.05028701103347751,-0.03563186348035312,2
555,processed_data/file1_fragments/fragment556.csv,0.3880409188208158,0.021501221071012773,-0.05863117621308377,2
556,processed_data/file1_fragments/fragment557.csv,0.5405778227696629,-0.16266733975517805,-0.051341866418257436,2
557,processed_data/file1_fragments/fragment558.csv,0.375650726728429,0.10281365023270024,-0.05550180356596001,2
559,processed_data/file1_fragments/fragment560.csv,0.4950085940614988,0.0918128339527382,-0.03067431229932033,2
561,processed_data/file1_fragments/fragment562.csv,0.6233917566321168,0.07010022026483975,-0.005456569357156537,2
562,processed_data/file1_fragments/fragment563.csv,0.579951861809846,-0.16294190054221278,-0.04491890119845991,2
564,processed_data/file1_fragments/fragment565.csv,0.3983651511404199,0.1822666039812511,-0.015583297696010459,2
565,processed_data/file1_fragments/fragment566.csv,0.7484124763420666,0.2512372414652995,-0.04572458217194757,2
566,processed_data/file1_fragments/fragment567.csv,0.4780608422677939,-0.036260438190406974,-0.011809390458867709,2
568,processed_data/file1_fragments/fragment569.csv,0.5115088538993303,0.06345364751323562,0.04977436803393655,2
570,processed_data/file1_fragments/fragment571.csv,0.5610305093705065,-0.15105913456755926,-0.04112087748820216,2
576,processed_data/file1_fragments/fragment577.csv,0.5675041437175307,-0.03333287631857091,-0.024908976134759533,2
578,processed_data/file1_fragments/fragment579.csv,0.6026487285603284,-0.026099631508570604,0.011474866835975478,2
580,processed_data/file1_fragments/fragment581.csv,0.4809556692918674,-0.0897453012993726,0.011040875721265069,2
605,processed_data/file1_fragments/fragment606.csv,0.5479591628346635,-0.11385696005362965,0.04468150691865369,2
609,processed_data/file1_fragments/fragment610.csv,0.4954851832665481,0.018187105122984083,-0.014931761989852443,2
610,processed_data/file1_fragments/fragment611.csv,0.5635674024436573,-0.09615207013436264,0.005015933578149612,2
612,processed_data/file1_fragments/fragment613.csv,0.6544434524138611,0.266391114400029,0.023994527914898745,2
622,processed_data/file1_fragments/fragment623.csv,0.7383870297062513,0.1025193931638104,-0.03172846934486187,2
623,processed_data/file1_fragments/fragment624.csv,0.6501594268638053,-0.02441539418928568,-0.07550274811853927,2
625,processed_data/file1_fragments/fragment626.csv,0.3476913689752485,0.16290730882721194,-0.05204647068905521,2
629,processed_data/file1_fragments/fragment630.csv,0.5857092205782335,0.010516857584188136,-0.031515052190859004,2
636,processed_data/file1_fragments/fragment637.csv,0.7767454420905819,0.1106005941607648,-0.04079311551532192,2
637,processed_data/file1_fragments/fragment638.csv,0.6231618917972753,0.08573520310048509,-0.02894929054967672,2
638,processed_data/file1_fragments/fragment639.csv,0.31129059769465484,0.13677792454378726,0.034884499571074784,2
639,processed_data/file1_fragments/fragment640.csv,0.36415722658793626,0.1194565792730788,-0.03506080255178598,2
645,processed_data/file1_fragments/fragment646.csv,0.5634338805462653,-0.033233019152849666,-0.0341264643347462,2
714,processed_data/file1_fragments/fragment715.csv,0.4223173264747471,0.09030915904377376,-0.0302194819388174,2
718,processed_data/file1_fragments/fragment719.csv,0.4067966588490049,0.043792027738537014,-0.03692575466957628,2
720,processed_data/file1_fragments/fragment721.csv,0.6462433654960782,0.10226851372053017,0.015558657322149982,2
757,processed_data/file1_fragments/fragment758.csv,0.4677267409555598,-0.06741188305632866,-0.03948109785143005,2
