,时间,GPS车速
0,382484,9.2
1,382485,0.1
2,382486,0.1
3,382487,0.0
4,382488,0.0
5,382489,0.0
6,382490,0.0
7,382491,0.0
8,382492,0.0
9,382493,0.0
10,382494,0.0
11,382495,0.0
12,382496,0.0
13,382497,0.0
14,382498,0.0
15,382499,0.0
16,382500,0.0
17,382501,0.0
18,382502,12.5
19,382503,13.9
20,382504,16.4
21,382505,19.6
22,382506,22.7
23,382507,25.3
24,382508,27.8
25,382509,29.1
26,382510,30.6
27,382511,32.7
28,382512,34.9
29,382513,36.9
30,382514,39.0
31,382515,40.9
32,382516,42.6
33,382517,43.3
34,382518,44.0
35,382519,45.5
36,382520,47.0
37,382521,48.3
38,382522,49.5
39,382523,50.7
40,382524,51.8
41,382525,52.9
42,382526,53.9
43,382527,54.9
44,382528,55.9
45,382529,55.9
46,382530,56.0
47,382531,56.6
48,382532,57.3
49,382533,57.8
50,382534,58.3
51,382535,58.3
52,382536,59.6
53,382537,59.5
54,382538,59.6
55,382539,59.9
56,382540,60.1
57,382541,62.1
58,382542,62.9
59,382543,63.7
60,382544,64.2
61,382545,63.8
62,382546,63.9
63,382547,64.5
64,382548,65.0
65,382549,65.1
66,382550,65.0
67,382551,65.7
68,382552,67.3
69,382553,67.8
70,382554,69.1
71,382555,69.8
72,382556,70.1
73,382557,70.6
74,382558,70.9
75,382559,71.2
76,382560,71.4
77,382561,71.6
78,382598,70.0
79,382599,70.0
80,382600,70.0
81,382601,69.4
82,382602,69.5
83,382603,69.1
84,382604,69.1
85,382605,70.1
86,382606,70.5
87,382668,16.0
88,382669,12.8
89,382670,10.1
