时间,GPS车速
374088,0.0
374089,0.0
374090,0.0
374091,0.0
374092,0.0
374093,0.0
374094,0.0
374095,0.0
374096,0.0
374097,0.0
374098,0.0
374099,0.0
374100,0.0
374101,0.0
374102,0.0
374103,0.0
374104,0.0
374105,0.0
374106,0.0
374107,0.0
374108,0.0
374109,0.0
374110,0.0
374111,0.0
374112,0.0
374113,0.0
374114,0.0
374115,0.0
374116,0.0
374117,0.0
374118,0.0
374119,0.0
374120,0.0
374121,0.0
374122,0.0
374123,0.0
374124,11.1
374125,12.7
374126,15.2
374127,16.0
374128,16.6
374129,18.3
374130,20.1
374131,20.2
374132,20.6
374133,20.5
374134,22.3
374135,25.5
374136,27.9
374137,29.5
374138,31.9
374139,33.7
374140,35.3
374141,37.6
374142,39.3
374143,41.0
374144,42.0
374145,43.0
374146,43.5
374147,43.8
374148,45.2
374149,46.4
374150,47.9
374151,49.1
374152,50.4
374153,51.5
374154,52.7
374155,53.7
374156,54.7
374157,55.6
374158,56.0
374159,55.9
374160,55.8
374161,55.9
374162,56.4
374163,56.8
374164,57.3
374165,58.0
374166,58.0
374167,57.7
374168,58.2
374169,59.0
374170,58.7
374171,58.9
374172,59.1
374173,59.2
374174,58.5
374175,58.4
374176,58.9
374177,58.9
374178,57.9
374179,56.9
374180,55.3
374181,55.0
374182,52.4
374184,49.0
374185,46.5
374186,44.5
374187,41.7
374188,37.0
374189,37.8
374190,40.2
374191,35.9
374192,35.6
374193,33.4
374194,39.5
374195,43.3
374196,46.1
374197,48.0
374198,49.7
374199,50.9
374200,52.0
374201,53.5
374202,54.8
374203,56.5
374204,57.6
374205,58.0
374206,58.7
374207,59.1
374208,59.1
374209,59.5
374210,59.0
374211,58.9
374212,59.4
374213,59.0
374214,58.5
374215,58.0
374216,51.2
374217,37.1
374218,35.5
374219,36.2
374220,37.9
374221,40.0
374222,42.1
374223,43.9
374224,45.6
374225,47.4
374226,48.5
374227,50.0
374228,51.3
374229,52.4
374230,54.1
374231,54.8
374232,55.9
374233,57.4
374234,58.0
374235,58.7
374236,60.4
374237,61.7
374238,62.2
374239,62.2
374240,62.6
374241,63.0
374242,63.3
374243,63.0
374244,63.1
374245,63.6
374246,64.0
374247,64.1
374248,64.2
374249,64.5
374250,64.5
374251,64.6
374252,64.6
374253,64.6
374254,63.8
374255,64.3
374256,64.8
374257,65.3
374258,65.4
374259,64.9
374260,65.0
374261,65.5
374262,65.9
374263,65.9
374264,65.8
374265,65.4
374266,65.7
374267,63.2
374268,62.3
374269,61.5
374270,60.1
374271,58.6
374272,57.0
374273,54.4
374274,45.9
374275,40.6
374276,39.5
374277,38.9
374278,35.3
374279,30.1
374280,26.4
374281,24.0
374282,27.5
374283,29.5
374284,31.5
374285,33.9
374286,36.4
374287,38.0
374288,38.4
374289,38.4
374290,37.9
374291,34.7
374292,30.8
374293,27.7
374294,28.3
374295,27.0
374296,28.6
374297,30.5
374298,32.4
374299,33.3
374300,35.3
374301,38.3
374515,19.1
374516,7.9
374517,3.8
374518,2.9
374519,4.9
374520,8.3
374521,12.2
374522,14.0
374523,16.3
374524,18.5
374525,21.3
374526,23.4
374527,24.3
374528,25.1
374529,26.4
374530,26.4
374531,29.3
374532,31.0
374533,31.5
374534,32.9
374535,33.2
374536,33.2
374537,32.5
374538,33.9
374539,32.6
374540,30.1
374541,26.9
374542,23.2
374543,21.1
374544,22.3
374545,24.3
374546,27.1
374547,28.7
374548,29.5
374549,31.5
374550,32.9
374551,34.3
374552,35.1
374553,35.6
374554,34.5
374555,34.6
374556,35.8
374557,36.3
374558,37.1
374559,36.5
374615,0.0
