时间,GPS车速
3112,9.1
3113,7.2
3114,6.9
3115,6.8
3116,7.2
3117,7.7
3118,7.7
3119,7.6
3120,4.0
3121,0.0
3122,0.0
3123,0.0
3124,0.0
3125,0.0
3126,0.0
3127,0.0
3128,0.0
3129,0.0
3130,0.0
3131,0.0
3132,0.0
3133,0.0
3134,0.0
3135,0.0
3136,0.0
3137,0.0
3138,0.0
3139,0.0
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,0.0
3148,0.0
3149,0.0
3150,0.0
3151,0.0
3152,0.0
3153,0.0
3154,0.0
3155,0.0
3156,0.0
3157,0.0
3158,0.0
3159,0.0
3160,0.0
3161,0.0
3162,0.0
3163,2.9
3164,0.0
3165,0.0
3166,0.0
3167,0.4
3168,6.4
3169,10.5
3170,11.7
3171,12.7
3172,16.0
3173,15.1
3174,12.9
3175,10.8
3176,10.0
3177,10.3
