,时间,GPS车速
0,467373,8.4
1,467374,8.4
2,467375,10.1
3,467376,10.7
4,467377,14.7
5,467378,17.4
6,467379,19.6
7,467380,20.5
8,467381,22.8
9,467382,25.8
10,467383,27.9
11,467384,30.3
12,467385,32.5
13,467386,33.8
14,467387,34.9
15,467388,35.8
16,467389,36.9
17,467390,37.3
18,467391,37.3
19,467392,34.2
20,467393,29.9
21,467394,24.9
22,467395,21.0
23,467396,19.4
24,467397,19.3
25,467398,19.7
26,467399,21.2
27,467400,23.7
28,467401,24.9
29,467402,25.4
30,467403,25.5
31,467404,25.4
32,467405,24.5
33,467406,23.6
34,467407,23.2
35,467408,21.3
36,467409,21.9
37,467410,23.7
38,467411,25.6
39,467412,26.6
40,467413,27.2
41,467414,29.5
42,467415,30.9
43,467416,32.0
44,467417,33.6
45,467418,32.5
46,467419,32.9
47,467420,34.4
48,467421,35.7
49,467422,35.7
50,467423,35.4
51,467424,35.2
52,467425,34.4
53,467426,33.0
54,467427,33.0
55,467428,33.4
56,467429,33.4
