,时间,GPS车速
0,364904,9.4
1,364905,12.0
2,364906,14.7
3,364907,14.2
4,364908,12.5
5,364909,11.1
6,364910,11.1
7,364911,12.4
8,364912,13.7
9,364913,14.5
10,364914,15.6
11,364915,14.6
12,364916,15.1
13,364917,15.9
14,364918,16.3
15,364919,16.3
16,364920,15.9
17,364921,15.9
18,364922,16.0
19,364923,17.1
20,364924,17.1
21,364925,17.0
22,364926,16.6
23,364927,17.0
24,364928,16.9
25,364929,17.0
26,364930,17.9
27,364931,18.5
28,364932,18.4
29,364933,18.6
30,364934,18.6
31,364935,18.7
32,364936,18.3
33,364937,17.7
34,364938,16.3
35,364939,15.2
36,364940,14.4
37,364941,13.3
