时间,GPS车速
39462,6.9
39463,4.2
39464,3.2
39465,1.9
39466,1.8
39467,1.8
39468,0.0
39469,0.0
39470,0.0
39471,0.0
39472,0.0
39473,0.0
39474,0.0
39475,0.0
39476,6.1
39477,10.1
39478,13.5
39479,15.0
39480,16.9
39481,19.7
39482,21.8
39483,24.0
39484,25.9
39485,27.6
39486,26.4
39487,27.1
39488,27.2
39489,28.8
39490,31.0
39491,32.0
39492,32.7
39493,34.2
39494,35.3
39495,36.1
39496,37.4
39497,38.6
39498,41.7
39499,43.9
39500,45.4
39501,46.6
39502,48.2
39503,50.0
39504,50.2
39505,50.7
39506,51.4
39507,51.9
39508,53.6
39509,54.4
39510,55.8
39511,56.9
39512,56.9
39513,57.4
39514,54.0
39515,51.4
39516,47.9
39517,45.0
39518,40.6
39519,29.2
39520,16.7
39521,12.2
39522,11.3
39523,11.3
39524,13.9
39525,17.2
39526,19.7
39527,23.4
39528,26.7
39529,29.9
39530,34.2
39531,34.3
39532,30.5
39533,25.3
39534,22.1
39535,23.4
39536,26.9
39537,30.0
39538,28.5
39539,24.3
39540,14.1
