时间,GPS车速
390684,6.0
390685,0.2
390686,0.0
390687,0.0
390688,0.0
390689,0.0
390690,0.0
390691,0.0
390692,0.0
390693,0.0
390694,0.0
390695,0.0
390696,0.0
390697,0.0
390698,0.0
390699,0.0
390700,0.0
390701,0.0
390702,0.0
390703,0.0
390704,0.0
390705,0.0
390706,0.0
390707,0.0
390708,0.0
390709,0.0
390710,0.0
390711,0.0
390712,4.1
390713,7.4
390714,12.0
390715,17.4
390716,20.5
390717,23.5
390718,26.0
390719,28.0
390720,30.0
390721,31.0
390722,32.3
390723,32.7
390724,33.8
390725,34.6
390726,35.3
390727,35.9
390728,36.3
390729,36.8
390730,38.1
390731,37.7
390732,38.8
390733,39.5
390734,39.5
390735,41.0
390736,41.9
390737,42.7
390738,43.2
390739,43.2
390740,43.2
390741,42.0
390742,43.7
390743,44.7
390744,46.3
390745,46.5
390746,47.2
390747,47.6
390748,47.7
390749,47.7
390750,47.9
390751,47.5
390752,48.0
390753,47.9
390754,48.0
390755,51.0
390756,51.8
390757,53.0
390758,54.1
390759,54.1
390760,55.0
390761,56.3
390762,57.3
390763,57.3
390764,57.4
390765,57.0
390766,56.7
390767,56.7
390768,57.0
390769,56.9
390770,56.7
390771,54.2
390772,55.4
390773,56.1
390774,56.0
390775,55.6
390776,55.9
390777,56.3
390778,56.3
390779,57.3
390780,56.8
390781,54.2
390782,55.4
390783,48.5
390784,43.1
390785,35.4
390786,29.8
390787,28.9
390788,30.3
390789,31.7
390790,31.7
390791,31.4
390792,31.1
390793,32.1
390794,33.9
390795,36.7
390796,38.3
390797,39.9
390798,41.5
390799,42.8
390800,44.0
390801,45.2
390802,46.3
390803,47.3
390804,48.3
390805,47.8
390806,48.6
390807,49.1
390808,52.4
390809,53.2
390810,53.2
390811,52.2
390812,51.9
390813,52.9
390814,53.3
390815,53.6
390816,53.6
390817,53.9
390818,56.0
390819,56.0
390820,56.0
390821,55.8
390822,56.3
390823,56.3
390824,55.4
390825,55.5
390826,55.5
390827,55.5
390828,55.8
390829,55.5
390830,54.6
390831,52.8
390832,53.6
390833,44.5
390834,39.2
390835,34.1
390836,25.6
390837,18.9
390838,12.4
