时间,GPS车速
155359,6.8
155360,3.7
155361,0.1
155362,0.0
155363,0.0
155364,0.0
155365,0.0
155366,0.0
155367,0.0
155368,0.0
155369,0.0
155370,0.0
155371,0.0
155372,0.0
155373,0.0
155374,0.0
155375,0.0
155376,0.0
155377,0.0
155378,0.0
155379,0.0
155380,0.0
155381,0.0
155382,0.0
155383,0.0
155384,0.0
155385,0.0
155386,0.0
155387,0.0
155388,0.0
155389,0.0
155390,0.0
155391,0.0
155392,0.0
155393,0.0
155394,0.0
155395,0.0
155396,0.0
155397,0.0
155398,0.0
155399,0.0
155400,0.0
155401,0.0
155402,0.0
155403,0.0
155404,0.0
155405,0.0
155406,0.0
155407,0.0
155408,0.0
155409,0.0
155410,0.0
155411,0.0
155412,0.0
155413,0.0
155414,0.0
155415,0.0
155416,0.0
155417,0.0
155418,0.0
155419,0.0
155420,0.0
155421,0.0
155422,0.0
155423,0.0
155424,6.7
155425,11.3
155426,15.5
155427,18.8
155428,21.6
155429,22.8
155430,25.7
155431,28.3
155432,30.5
155433,32.2
155434,33.0
155435,34.0
155436,35.9
155437,37.1
155438,37.5
155439,38.9
155440,41.0
155441,40.9
155442,41.9
155443,43.2
155444,44.0
155445,44.3
155446,45.2
155447,45.3
155448,44.9
155449,44.5
155450,44.1
155451,43.0
155452,42.9
155453,42.0
155454,41.7
155455,41.4
155456,40.7
155457,39.7
155458,38.5
155459,37.5
155460,36.7
155461,35.6
155462,31.6
155463,25.0
155464,23.7
155465,23.0
155466,20.8
155467,16.7
155468,14.1
155469,12.3
155470,10.7
155471,10.1
