时间,GPS车速
472134,0.0
472135,0.0
472136,0.0
472137,0.0
472138,0.0
472139,0.0
472140,0.0
472141,0.0
472142,0.0
472143,0.0
472144,0.0
472145,0.0
472146,0.0
472147,0.0
472148,0.0
472149,4.8
472150,8.7
472151,12.0
472152,13.2
472153,15.1
472154,17.7
472155,19.2
472156,20.4
472157,21.7
472158,22.0
472159,22.1
472160,22.0
472161,22.0
472162,21.4
472163,21.2
472164,20.1
472165,19.9
472166,21.4
472167,21.3
472168,19.6
472169,19.5
472170,19.0
472171,21.2
472172,23.3
472173,25.7
472174,27.3
472175,27.3
472176,29.7
472177,32.1
472178,32.5
472179,33.8
472180,33.4
472181,34.2
472182,34.9
472183,36.3
472184,37.5
472185,37.5
472186,37.4
472187,38.9
472188,39.7
472189,39.3
472190,39.4
472191,40.6
472192,41.3
472193,42.5
472194,41.9
472195,41.9
472196,43.4
472197,43.9
472198,43.1
472199,42.6
472200,42.9
472201,44.0
472202,45.5
472203,45.7
472204,45.9
472205,46.2
472206,47.0
472207,48.0
472208,47.3
472209,46.8
472210,45.8
472211,46.0
472212,45.5
472213,44.7
472214,44.6
472215,43.8
472216,42.6
472217,39.3
472218,35.6
472219,33.2
472220,30.6
472221,28.3
472222,27.1
472223,26.2
472224,26.3
472225,24.6
472226,21.8
472227,18.0
472228,15.8
472229,14.0
472230,13.9
472231,13.5
472232,13.6
472233,13.5
472234,14.0
472235,15.0
472236,16.0
472237,16.4
472238,16.4
472239,15.0
472240,12.2
472241,9.5
472242,6.3
472243,0.3
472244,0.1
472245,0.0
