时间,GPS车速
339827,0.0
339828,0.0
339829,0.0
339830,0.0
339831,0.0
339832,0.0
339833,0.0
339834,0.0
339835,0.0
339836,0.0
339837,0.0
339838,0.0
339839,0.0
339840,0.0
339841,0.0
339842,0.0
339843,0.0
339844,0.0
339845,0.0
339846,0.0
339847,0.0
339848,0.0
339849,0.0
339850,0.0
339851,0.0
339852,0.0
339853,0.0
339854,0.0
339855,0.0
339856,0.0
339857,0.0
339858,0.0
339859,0.0
339860,0.0
339861,0.0
339862,0.0
339863,0.0
339864,0.0
339865,0.0
339866,0.0
339867,0.0
339868,0.0
339869,0.0
339870,0.0
339871,0.0
339872,0.0
339873,0.0
339874,0.0
339875,0.0
339876,0.0
339877,0.0
339878,0.0
339879,0.0
339880,0.0
339881,0.0
339882,0.0
339883,0.0
339884,0.0
339885,0.0
339886,0.0
339887,0.0
339888,0.0
339889,0.0
339890,0.0
339891,0.0
339892,0.0
339893,0.0
339894,0.0
339895,0.0
339896,0.0
339897,0.0
339898,0.0
339899,0.0
339900,0.0
339901,0.0
339902,0.0
339903,0.0
339904,0.0
339905,0.0
339906,0.0
339907,0.0
339908,0.0
339909,0.0
339910,0.0
339911,0.0
339912,0.0
339913,0.0
339914,0.0
339915,0.0
339916,0.0
339917,0.0
339918,0.0
339919,0.0
339920,0.0
339921,0.0
339922,0.0
339923,0.0
339924,0.0
339925,0.0
339926,8.4
339927,13.2
339928,15.0
339929,17.6
339930,19.9
339931,22.3
339932,25.4
339933,27.0
339934,29.3
339935,30.6
339936,31.8
339937,34.0
339938,35.6
339939,36.5
339940,38.5
339941,40.4
339942,40.9
339943,42.2
339944,43.6
339945,44.9
339946,46.1
339947,47.3
339948,47.9
339949,48.8
339950,50.0
339951,50.9
339952,51.3
339953,52.6
339954,53.7
339955,53.9
339956,54.4
339957,54.7
339958,54.9
339959,54.9
339960,55.3
339961,55.2
339962,55.3
339963,55.4
339964,57.3
339965,58.2
339966,58.2
339967,58.8
339968,59.8
339969,60.8
339970,61.8
339971,61.8
339972,62.5
339973,63.4
339974,63.3
339975,63.6
339976,63.8
339977,64.0
339978,64.0
339979,64.3
339980,64.3
339981,63.8
339982,64.2
339983,64.2
339984,63.8
339985,64.2
339986,63.7
339987,63.8
339988,63.8
339989,63.5
339990,62.7
339991,61.1
339992,60.0
339993,59.2
339994,59.1
339995,59.1
339996,58.4
339997,57.2
339998,57.5
339999,52.8
340000,48.9
340001,43.5
340002,41.2
340003,39.9
340004,40.4
340005,41.2
340006,39.8
340007,40.3
340008,40.3
340009,39.9
340010,39.3
340011,40.9
340012,42.9
340013,44.5
340014,45.8
340015,46.4
340016,46.4
340017,47.4
340018,48.0
340019,47.1
340020,47.2
340021,45.4
340022,44.3
340023,44.2
340024,44.9
340025,45.3
340026,45.4
340027,44.3
340028,40.8
340029,38.0
340030,36.2
340031,35.4
340032,33.8
340033,26.6
340034,18.8
340035,14.5
340036,13.1
340037,10.0
340038,13.1
340039,17.2
340040,21.2
340041,25.4
340042,26.0
340043,28.1
340044,28.9
340045,28.9
340046,30.1
340047,31.0
340048,33.5
340049,36.1
340050,37.4
340051,38.6
340052,40.0
340053,41.5
340054,42.8
340055,43.7
340056,45.0
340057,45.4
340058,45.4
340059,44.9
340060,45.0
340061,44.7
340062,43.7
340063,43.7
340064,43.3
340065,42.3
340066,39.0
340067,34.3
340160,30.7
340161,31.9
340162,32.4
340163,33.0
340164,33.0
340165,32.5
340166,32.0
340167,32.1
340168,31.5
340169,31.4
340170,31.3
340171,30.2
340172,30.1
340173,30.9
340174,31.3
340175,33.5
340176,33.5
340177,33.0
340178,33.9
340179,34.9
340180,35.8
340181,35.8
340182,36.2
340183,36.7
340184,37.5
340185,37.4
340186,37.0
340187,36.6
340188,36.2
340189,34.7
340190,34.9
340191,34.2
340192,32.7
340193,31.6
340194,31.9
340195,31.5
340196,32.2
340197,33.1
340198,33.0
340199,32.2
340200,27.4
340201,23.5
340202,19.2
340203,16.6
340204,13.0
340205,9.3
340206,7.8
340207,8.9
340208,12.2
340209,13.7
340210,13.9
340211,15.8
340212,18.0
340213,19.1
340214,20.3
340215,21.0
340216,22.5
340217,23.1
340218,23.8
340219,26.3
340220,27.5
340221,28.4
340222,28.1
340223,28.1
340224,28.6
340225,29.7
340226,29.0
340227,30.6
340228,30.3
340229,30.8
340230,32.8
340231,34.0
340232,34.7
340233,35.7
340234,36.0
340235,35.7
340236,35.8
340237,36.7
340238,36.9
340239,38.3
340240,39.3
340241,40.5
340242,40.9
340243,40.4
340244,40.5
340245,40.4
340246,42.0
340247,42.4
340248,40.6
340249,38.4
340250,39.4
340251,39.4
340252,40.1
340253,40.6
340254,41.5
340255,41.9
340256,42.0
340257,42.8
340258,42.8
340259,42.7
340260,42.7
340261,41.9
340262,41.6
340263,41.0
340264,41.1
340265,40.4
340266,40.0
340267,39.6
340268,39.2
340269,37.3
340270,34.0
340271,28.7
340272,21.2
340273,18.4
340274,17.1
340275,16.6
340276,17.4
340277,18.0
340278,19.2
340279,20.0
340280,17.5
340281,12.8
340282,8.1
340283,6.8
340284,8.6
340285,10.5
340286,13.7
340287,16.7
340288,19.8
340289,21.7
340290,24.9
340291,27.0
340292,28.7
340293,30.2
340294,31.9
340295,32.6
340296,32.2
340297,33.2
340298,33.5
340299,33.9
340300,31.5
340301,21.2
340302,19.3
340303,5.0
340304,3.2
340305,1.8
340306,0.0
