,时间,GPS车速
0,39909,7.9
1,39910,0.0
2,39911,0.0
3,39912,0.0
4,39913,0.0
5,39914,0.0
6,39915,0.0
7,39916,0.0
8,39917,0.0
9,39918,0.0
10,39919,0.0
11,39920,0.0
12,39921,0.0
13,39922,0.0
14,39923,0.0
15,39924,0.0
16,39925,0.0
17,39926,0.0
18,39927,0.0
19,39928,0.0
20,39929,0.0
21,39930,0.0
22,39931,0.0
23,39932,0.0
24,39933,0.0
25,39934,0.0
26,39935,0.0
27,39936,0.0
28,39937,9.0
29,39938,12.1
30,39939,13.7
31,39940,17.1
32,39941,19.3
33,39942,20.5
34,39943,22.7
35,39944,28.0
36,39945,29.6
37,39946,31.5
38,39947,33.3
39,39948,35.4
40,39949,37.0
41,39950,38.2
42,39951,41.0
43,39952,43.2
44,39953,45.2
45,39954,46.3
46,39955,45.7
47,39956,45.2
48,39957,45.7
49,39958,45.7
50,39959,45.1
51,39960,44.1
52,39961,46.2
53,39962,45.6
54,39963,46.8
55,39964,43.4
56,39965,32.5
57,39966,21.0
58,39967,10.6
