,时间,GPS车速
0,449298,5.7
1,449299,3.3
2,449300,3.7
3,449301,4.2
4,449302,5.6
5,449303,9.4
6,449304,13.2
7,449305,15.3
8,449306,17.2
9,449307,19.9
10,449308,21.4
11,449309,23.1
12,449310,25.7
13,449311,27.2
14,449312,29.5
15,449313,29.6
16,449314,31.7
17,449315,32.9
18,449316,35.1
19,449317,36.3
20,449318,36.7
21,449319,32.0
22,449320,38.4
23,449321,41.0
24,449322,42.1
25,449323,43.4
26,449324,43.5
27,449325,43.3
28,449326,43.3
29,449327,43.4
30,449328,44.4
31,449329,44.3
32,449330,38.3
33,449331,35.1
34,449332,12.0
