时间,GPS车速
253609,9.0
253610,8.5
253611,7.2
253612,6.2
253613,5.6
253614,5.1
253615,3.1
253616,2.2
253617,1.6
253618,0.0
253619,0.0
253620,0.0
253621,0.0
253622,0.0
253623,0.0
253624,0.0
253625,0.0
253626,2.4
253627,2.4
253628,2.3
253629,1.7
253630,0.0
253631,0.0
253632,0.0
253633,0.0
253634,0.0
253635,0.0
253636,0.0
253637,0.0
253638,0.0
253639,0.0
253640,0.0
253641,0.0
253642,0.0
253643,0.0
253644,0.0
253645,0.0
253646,0.0
253647,0.0
253648,0.0
253649,1.9
253650,0.0
253651,0.0
253652,1.7
253653,0.0
253654,0.0
253655,0.0
253656,0.0
253657,1.6
253658,1.5
253659,1.7
253660,3.1
253661,3.3
253662,3.6
253663,4.0
253664,4.0
253665,4.0
253666,4.1
253667,4.1
253668,4.2
253669,3.7
253670,3.1
253671,1.9
253672,1.9
253673,0.0
253674,0.0
253675,0.0
253676,0.0
253677,0.0
253678,0.0
253679,0.0
253680,0.0
253681,0.0
253682,0.0
253683,0.0
253684,0.0
253685,0.0
253686,0.0
253687,0.0
253688,0.0
253689,0.0
253690,0.0
253691,0.0
253692,0.0
253693,0.0
253694,0.0
253695,0.0
253696,0.0
253697,0.0
253698,1.4
253699,0.0
253700,0.0
253701,0.0
253702,2.2
253703,2.7
253704,2.7
253705,0.0
253706,0.0
253707,0.0
253708,1.4
253709,0.0
253710,0.0
253711,0.0
253712,0.0
253713,0.0
253714,2.0
253715,2.0
253716,2.3
253717,3.2
253718,3.3
253719,3.3
253720,3.4
253721,2.1
253722,1.7
253723,0.0
253724,0.0
253725,0.0
253726,0.0
253727,0.0
253728,0.0
253729,0.0
253730,0.0
253731,0.0
253732,0.0
253739,8.4
253740,9.3
253741,8.5
253742,8.1
253743,7.7
253744,6.6
253745,7.5
253746,9.4
253747,12.7
253748,14.4
253749,14.0
253750,14.0
253751,13.5
253752,13.5
253753,11.5
253754,11.5
253755,10.1
253756,11.6
253757,12.8
253758,16.6
253759,20.7
253760,22.7
253761,24.5
253762,26.5
253763,27.0
253764,27.5
253765,28.9
253766,29.7
253767,30.2
253768,31.7
253769,32.2
253770,32.8
253771,32.4
253772,32.4
253773,32.5
253774,33.9
253775,35.9
253776,36.6
253777,36.3
253778,36.2
253779,33.3
253780,29.5
253781,27.4
253782,24.6
253783,23.3
253784,22.7
253785,22.2
253786,18.9
253787,15.5
253788,11.8
