,时间,GPS车速
0,464769,0.0
1,464770,0.0
2,464771,0.0
3,464772,0.0
4,464773,0.0
5,464774,0.0
6,464775,0.0
7,464776,0.0
8,464777,0.0
9,464778,0.0
10,464779,0.0
11,464780,0.0
12,464781,0.0
13,464782,0.0
14,464783,0.0
15,464784,0.0
16,464785,0.0
17,464786,0.0
18,464787,0.0
19,464788,2.0
20,464789,2.5
21,464790,2.3
22,464791,2.2
23,464792,2.0
24,464793,2.2
25,464794,1.7
26,464795,1.8
27,464796,3.3
28,464797,4.7
29,464798,6.8
30,464799,8.6
31,464800,8.5
32,464801,11.2
33,464802,13.0
34,464803,15.7
35,464804,18.2
36,464805,20.0
37,464806,21.9
38,464807,22.6
39,464808,24.0
40,464809,25.3
41,464810,25.2
42,464811,25.2
43,464812,25.2
44,464813,24.1
45,464814,25.1
46,464815,26.6
47,464816,27.9
48,464817,29.1
49,464818,30.4
50,464819,30.7
51,464820,30.9
52,464821,31.0
53,464822,31.4
54,464823,30.5
55,464824,29.8
56,464825,29.9
57,464826,29.1
58,464864,29.3
59,464865,29.7
60,464866,29.7
61,464867,30.1
62,464868,30.7
63,464869,31.0
64,464870,31.0
65,464871,30.9
66,464872,30.8
67,464873,30.7
68,464874,30.2
69,464875,29.9
70,464876,26.8
71,464877,22.7
72,464878,17.3
73,464879,12.2
