,时间,GPS车速
0,146724,0.3
1,146725,0.1
2,146726,0.0
3,146727,0.0
4,146728,0.0
5,146729,0.0
6,146730,0.0
7,146731,0.0
8,146732,0.2
9,146733,0.3
10,146734,0.4
11,146735,5.4
12,146736,9.0
13,146737,15.8
14,146738,17.0
15,146739,21.7
16,146740,22.8
17,146741,23.2
18,146742,23.7
19,146743,21.1
20,146744,18.2
21,146745,15.9
22,146746,14.7
23,146747,14.8
24,146748,17.9
25,146749,19.7
26,146750,22.7
27,146751,26.3
28,146752,28.5
29,146753,30.2
30,146754,31.1
31,146755,32.1
32,146756,33.0
33,146757,33.7
34,146758,35.8
35,146759,37.6
36,146760,38.8
37,146761,38.8
38,146762,39.3
39,146763,39.3
40,146764,39.0
41,146765,39.1
42,146766,40.1
43,146767,39.8
44,146768,40.3
45,146769,39.8
46,146770,40.7
47,146771,38.8
48,146772,37.6
49,146773,37.1
50,146774,37.7
51,146775,39.0
52,146776,41.3
53,146777,42.2
54,146778,42.2
55,146779,42.2
56,146780,41.9
57,146781,41.4
58,146782,41.0
59,146783,40.1
60,146784,40.1
61,146785,39.4
62,146786,37.1
63,146787,35.8
64,146788,32.5
65,146789,31.3
66,146790,29.6
67,146791,27.6
68,146792,26.7
69,146793,24.3
70,146794,21.1
71,146795,13.3
