时间,GPS车速
368335,6.1
368336,4.0
368337,2.8
368338,0.0
368339,0.0
368340,0.0
368341,0.0
368342,0.0
368343,0.0
368344,0.0
368345,0.0
368346,0.0
368347,0.0
368348,0.0
368349,0.0
368350,0.0
368351,0.0
368352,0.0
368353,0.0
368354,0.0
368355,0.0
368356,6.1
368357,9.5
368358,9.9
368359,8.8
368360,8.8
368361,7.6
368362,7.0
368363,6.3
368364,5.5
368365,4.0
368366,2.8
368367,0.0
368368,0.0
368369,0.0
368370,0.0
368371,0.0
368372,0.0
368373,0.0
368374,0.0
368375,0.0
368376,0.0
368377,0.0
368378,0.0
368379,0.0
368380,3.6
368381,4.7
368382,6.5
368383,8.4
368384,8.4
368385,8.3
368386,7.0
368387,6.5
368388,6.6
368389,6.6
368390,4.3
368391,4.0
368392,3.9
368393,5.2
368394,6.6
368395,7.6
368396,7.6
368397,9.7
368398,10.5
368399,10.0
368400,11.2
368401,11.7
368402,11.7
368403,11.3
