时间,GPS车速
374953,8.6
374954,4.5
374955,0.0
374956,0.0
374957,0.0
374958,0.0
374959,0.0
374960,0.0
374961,0.0
374962,0.0
374963,0.0
374964,0.0
374965,0.0
374966,0.0
374967,0.0
374968,0.0
374969,0.0
374970,0.0
374971,0.0
374972,0.0
374973,0.0
374974,0.0
374975,0.0
374976,0.0
374977,0.0
374978,0.0
374979,0.0
374980,0.0
374981,0.0
374982,0.0
374983,0.0
374984,0.0
374985,0.0
374986,0.0
374987,0.0
374988,0.0
374989,15.0
374990,18.4
374991,17.7
374992,16.0
374993,20.4
374994,22.7
374995,26.2
374996,28.7
374997,30.2
374998,31.0
374999,33.5
375000,35.3
375001,38.5
375002,40.2
375003,42.0
375004,44.1
375005,46.0
375006,47.2
375007,48.0
375008,49.5
375009,51.0
375010,52.7
375011,53.9
375012,55.1
375013,55.5
375014,56.2
375015,58.1
375016,58.4
375017,58.3
375018,57.3
375019,58.3
375020,55.2
375021,54.6
375022,54.7
375023,54.2
375024,53.7
375025,53.7
375026,53.5
375027,50.8
375028,47.6
375029,46.2
375030,45.7
375031,45.1
375032,44.6
375033,42.2
375034,37.4
375035,33.7
375036,30.8
375037,28.2
375038,25.2
375039,22.1
375040,18.8
375041,15.1
375042,11.1
