,时间,GPS车速
0,470308,7.9
1,470309,4.1
2,470310,0.1
3,470311,0.2
4,470312,0.2
5,470313,0.1
6,470314,0.0
7,470603,0.4
8,470604,0.5
9,470605,0.4
10,470606,0.6
11,470607,1.7
12,470608,0.4
13,470609,1.0
14,470610,1.6
15,470611,1.7
16,470612,2.3
17,470613,5.3
18,470614,9.4
19,470615,12.3
20,470616,12.6
21,470617,15.5
22,470618,17.0
23,470619,19.5
24,470620,22.8
25,470621,24.0
26,470622,23.3
27,470623,23.3
28,470624,23.2
29,470625,23.1
30,470626,23.1
31,470627,22.5
32,470628,19.8
33,470629,18.1
34,470630,20.9
35,470631,24.0
36,470632,28.1
37,470633,28.2
38,470634,29.2
39,470635,30.2
40,470636,30.9
41,470637,31.5
42,470638,32.1
43,470639,32.7
44,470640,33.1
45,470641,33.1
46,470642,32.7
47,470643,33.2
48,470644,33.6
49,470645,33.7
50,470646,33.2
51,470647,33.4
52,470648,33.0
53,470649,33.1
54,470650,32.4
55,470651,31.7
56,470652,30.9
57,470653,29.0
58,470654,25.9
59,470655,22.6
60,470656,19.0
61,470657,16.4
62,470658,12.9
63,470659,10.3
