,时间,GPS车速
0,355665,5.9
1,355666,0.0
2,355667,0.0
3,355668,0.0
4,355669,0.0
5,355670,0.0
6,355671,0.0
7,355672,0.0
8,355673,0.0
9,355674,0.0
10,355675,0.0
11,355676,0.0
12,355677,4.7
13,355678,6.4
14,355679,10.4
15,355680,14.3
16,355681,16.3
17,355682,15.0
18,355683,10.4
19,355684,14.4
20,355685,19.2
21,355686,20.3
22,355687,18.7
23,355688,19.5
24,355689,19.5
25,356901,22.6
26,356902,23.8
27,356903,24.8
28,356904,26.1
29,356905,26.2
30,356906,27.2
31,356907,28.0
32,356908,29.6
33,356909,30.9
34,356910,32.3
35,356911,33.4
36,356912,34.2
37,356913,34.8
38,356914,34.9
39,356915,35.5
40,356916,36.2
41,356917,37.8
42,356918,38.3
43,356919,39.5
44,356920,39.9
45,356921,40.2
46,356922,39.7
47,356923,40.1
48,356924,39.8
49,356925,39.2
50,356926,39.1
51,356927,39.0
52,356928,39.1
53,356929,39.6
54,356930,38.0
55,356931,38.7
56,356932,38.3
57,356933,38.2
58,356934,36.9
59,356935,36.5
60,356936,36.1
61,356937,32.7
62,356938,29.3
63,356939,23.8
64,356940,19.0
65,356941,14.7
66,356942,10.6
