时间,GPS车速
145978,5.0
146158,21.9
146159,19.8
146160,18.5
146161,19.4
146162,20.5
146163,21.5
146164,22.2
146165,26.4
146166,28.1
146167,30.9
146168,29.2
146169,31.3
146170,33.0
146171,33.3
146172,32.8
146173,34.7
146174,34.8
146175,36.4
146176,36.8
146177,35.9
146178,36.6
146179,38.5
146180,37.4
146181,37.5
146182,38.1
146183,38.2
146184,38.8
146185,37.5
146186,36.6
146187,36.5
146188,35.6
146189,34.7
146190,35.7
146191,34.5
146192,32.1
146193,29.2
146194,32.8
146195,32.3
146196,31.7
146197,33.0
146198,32.0
146199,34.6
146200,34.2
146201,34.7
146202,34.6
146203,34.5
146204,34.2
146205,34.1
146206,34.8
146207,32.3
146208,30.5
146209,30.5
146210,32.4
146211,33.5
146212,34.7
146213,37.2
146214,37.3
146215,38.0
146216,38.7
146217,39.4
146218,40.0
146219,40.0
146220,40.9
146221,42.7
146222,42.8
146223,43.4
146224,42.6
146225,42.5
146226,42.6
146227,42.2
146228,41.9
146229,42.3
146230,42.3
146231,41.4
146232,41.8
146233,44.3
146243,44.8
146244,44.5
146245,47.4
146246,45.0
146247,46.3
146248,46.3
146249,45.3
146250,46.2
146251,45.4
146252,44.3
146253,44.3
146254,45.6
146255,45.6
146256,45.7
146257,44.6
146258,43.0
146259,40.7
146260,40.3
146261,32.5
146262,33.6
146263,29.2
146264,25.6
146265,27.4
146266,28.5
146267,30.5
146268,26.5
146269,27.5
146270,28.2
146271,27.2
146272,26.8
146273,26.2
146274,26.8
146275,26.7
146276,25.5
146277,24.7
146278,26.9
146279,25.6
146280,26.9
146281,28.0
146282,27.9
146283,29.1
146284,29.9
146285,29.3
146286,29.9
146287,30.5
146288,30.5
146289,29.3
146290,27.9
146291,27.8
146292,26.4
146293,25.0
146294,24.9
146295,26.4
146296,26.4
146297,25.9
146298,28.0
146299,30.3
146300,30.7
146301,30.7
146302,31.1
146303,31.9
146304,31.2
146305,31.2
146306,31.2
146307,31.1
146308,29.9
146309,28.4
146310,27.2
146311,26.4
146312,26.3
146313,25.2
146314,25.1
146315,24.6
146316,23.6
146317,24.4
146318,23.4
146319,22.4
146320,22.5
146321,22.5
146322,23.5
146323,23.4
146324,22.7
146325,17.7
146326,11.4
