,时间,GPS车速
0,355148,9.9
1,355149,10.2
2,355150,12.3
3,355151,13.6
4,355152,13.7
5,355153,13.5
6,355154,13.8
7,355155,14.3
8,355156,15.2
9,355157,17.8
10,355158,18.8
11,355159,19.7
12,355160,21.0
13,355161,21.8
14,355162,22.2
15,355163,22.9
16,355164,22.3
17,355165,22.0
18,355166,23.2
19,355167,23.1
20,355168,20.1
21,355169,17.9
22,355170,16.4
23,355171,17.5
24,355172,18.6
25,355173,20.0
26,355174,22.8
27,355175,24.2
28,355176,25.5
29,355177,24.7
30,355178,24.4
31,355179,23.2
32,355180,19.5
33,355181,15.6
34,355182,13.1
