时间,GPS车速
505352,6.6
505353,5.1
505354,0.2
505355,0.3
505356,7.3
505357,13.0
505358,16.0
505359,18.2
505360,21.2
505361,24.3
505362,26.9
505363,29.6
505364,32.1
505365,34.9
505366,36.3
505367,37.3
505368,39.0
505369,41.5
505370,43.3
505371,44.0
505372,45.1
505373,47.6
505374,48.9
505375,50.9
505376,52.1
505377,52.5
505378,53.7
505379,55.4
505380,57.4
505381,58.3
505382,57.9
505383,57.9
505384,59.3
505385,60.6
505386,60.6
505387,60.7
505388,61.3
505389,64.2
505390,64.3
505391,64.3
505392,64.2
505393,64.1
505394,64.0
505395,64.1
505396,64.3
505397,64.1
505398,64.0
505399,61.8
505400,60.8
505401,60.8
505402,60.4
505403,59.8
505404,56.6
505405,55.2
505406,53.6
505407,52.1
505408,49.9
505409,45.7
505410,43.3
505411,39.2
505412,32.4
505413,22.0
505414,13.1
