,时间,GPS车速
0,391161,9.7
1,391162,7.5
2,391163,6.3
3,391164,6.0
4,391165,5.9
5,391166,5.2
6,391167,4.5
7,391168,3.6
8,391169,3.1
9,391170,3.0
10,391171,3.0
11,391172,2.8
12,391173,2.6
13,391174,2.5
14,391175,2.0
15,391176,0.0
16,391177,0.0
17,391178,0.0
18,391179,0.0
19,391180,0.0
20,391181,2.5
21,391182,3.1
22,391183,4.1
23,391184,7.6
24,391185,11.5
25,391186,14.5
26,391187,15.8
27,391188,18.4
28,391189,21.0
29,391190,23.4
30,391191,25.7
31,391192,27.8
32,391193,29.7
33,391194,30.2
34,391195,31.2
35,391196,32.8
36,391197,34.5
37,391198,36.3
38,391199,37.7
39,391200,37.8
40,391201,39.5
41,391202,41.1
42,391203,42.5
43,391204,44.2
44,391205,45.6
45,391206,47.0
46,391207,48.4
47,391208,49.7
48,391209,50.2
49,391210,50.3
50,391211,51.0
51,391212,52.1
52,391213,53.1
53,391214,54.2
54,391215,55.1
55,391216,55.9
56,391217,56.6
57,391218,57.3
58,391219,57.9
59,391220,58.5
60,391221,58.7
61,391222,58.5
62,391223,58.4
63,391224,58.0
64,391225,58.0
65,391226,58.1
66,391227,58.0
67,391228,58.3
68,391229,58.8
69,391230,59.4
70,391231,59.5
71,391232,59.1
72,391233,58.0
73,391234,56.8
74,391235,55.4
75,391236,54.1
76,391237,50.9
77,391238,48.1
78,391239,45.9
79,391240,42.7
80,391241,39.3
81,391242,35.6
82,391243,31.2
83,391244,26.7
84,391245,22.2
85,391246,17.2
86,391247,11.7
