,时间,GPS车速
0,341188,7.7
1,341189,0.2
2,341190,0.2
3,341191,0.1
4,341192,0.0
5,341193,0.0
6,341194,0.2
7,341195,0.0
8,341241,26.3
9,341242,29.4
10,341243,29.5
11,341244,30.2
12,341245,28.7
13,341246,29.7
14,341247,30.1
15,341248,29.3
16,341249,30.4
17,341250,29.9
18,341251,30.3
19,341252,29.7
20,341253,28.1
21,341254,25.4
22,341255,19.4
23,341256,17.1
24,341257,14.9
25,341258,12.9
26,341259,12.4
27,341260,11.9
28,341261,13.8
29,341262,16.2
30,341263,17.4
31,341264,18.7
32,341265,18.8
33,341266,16.0
34,341267,14.7
35,341268,13.4
36,341269,13.9
37,341270,15.0
38,341271,16.4
39,341272,16.5
40,341273,16.5
41,341274,17.5
42,341275,18.0
43,341276,19.4
44,341277,20.2
45,341278,21.7
46,341279,23.2
47,341280,24.5
48,341281,25.4
49,341282,26.5
50,341283,26.6
51,341284,27.5
52,341285,28.0
53,341286,28.2
54,341287,27.9
55,341288,27.1
56,341289,26.8
57,341290,26.7
58,341291,26.7
59,341292,24.4
60,341293,19.7
61,341294,14.9
