,时间,GPS车速
0,350707,4.4
1,350708,0.0
2,350709,0.0
3,350710,0.0
4,350711,0.0
5,350712,0.0
6,350713,0.4
7,350714,0.6
8,350715,10.3
9,350716,11.7
10,350717,13.6
11,350718,15.7
12,350719,17.8
13,350720,17.9
14,350721,17.2
15,350722,17.8
16,350723,18.9
17,350724,19.0
18,350725,18.2
19,350726,15.5
20,350727,12.9
21,350728,11.5
22,350729,12.5
23,350730,13.7
24,350731,16.2
25,350732,17.4
26,350733,20.1
27,350734,22.6
28,350735,22.5
29,350736,23.8
30,350737,23.0
31,350738,25.1
32,350739,26.3
33,350740,27.2
34,350741,27.8
35,350742,28.6
36,350743,28.6
37,350744,27.7
38,350745,27.0
39,350746,26.3
40,350747,25.4
41,350748,24.7
42,350749,24.7
43,350750,24.7
44,350751,24.6
45,350752,23.2
46,350753,22.5
47,350754,22.0
48,350755,21.8
49,350756,21.2
50,350757,20.2
51,350758,19.9
52,350759,19.5
53,350760,18.9
54,350761,18.2
55,350762,17.7
56,350763,17.0
57,350764,17.4
58,350765,17.3
59,350766,16.7
60,350767,16.5
61,350768,15.3
62,350769,16.0
63,350770,15.5
64,350771,14.8
65,350772,14.5
66,350773,14.3
67,350774,13.4
68,350775,13.4
69,350776,12.5
70,350777,11.4
71,350778,11.3
