,时间,GPS车速
0,479141,9.9
1,479142,4.9
2,479143,0.2
3,479144,0.0
4,479145,0.0
5,479146,0.0
6,479147,0.0
7,479148,0.0
8,479149,0.0
9,479150,0.0
10,479151,0.0
11,479152,0.0
12,479153,0.0
13,479154,0.0
14,479155,0.0
15,479156,0.0
16,479157,0.0
17,479158,0.0
18,479159,0.0
19,479160,0.0
20,479161,0.0
21,479162,0.0
22,479163,0.0
23,479164,0.0
24,479165,0.0
25,479166,0.0
26,479167,0.0
27,479168,0.0
28,479169,0.0
29,479170,0.0
30,479171,0.0
31,479172,0.0
32,479173,0.0
33,479174,0.0
34,479175,5.4
35,479176,8.5
36,479177,13.3
37,479178,17.5
38,479179,20.2
39,479180,22.9
40,479181,23.4
41,479182,25.3
42,479183,27.6
43,479184,29.4
44,479185,30.7
45,479186,33.7
46,479187,34.5
47,479188,36.3
48,479189,37.3
49,479190,36.8
50,479191,37.9
51,479192,38.3
52,479193,39.5
53,479194,41.7
54,479195,41.4
55,479196,42.2
56,479197,43.0
57,479198,42.4
58,479199,42.5
59,479200,42.5
60,479201,41.7
61,479202,43.5
62,479203,44.1
63,479204,43.7
64,479205,43.8
65,479206,44.0
66,479207,43.1
67,479208,43.8
68,479209,43.9
69,479210,43.9
70,479211,40.5
71,479212,41.5
72,479213,42.5
73,479214,43.7
74,479215,44.4
75,479216,44.7
76,479217,42.3
77,479218,38.3
78,479219,33.2
79,479220,29.5
80,479221,25.6
81,479222,19.7
82,479223,14.1
