,时间,GPS车速
0,500534,9.7
1,500535,6.2
2,500536,4.7
3,500537,3.6
4,500538,3.2
5,500539,2.5
6,500540,1.8
7,500541,0.0
8,500542,0.0
9,500543,0.0
10,500544,0.0
11,500545,0.0
12,500546,0.0
13,500547,0.0
14,500548,0.0
15,500549,0.0
16,500550,0.0
17,500551,0.0
18,500552,0.0
19,500553,0.0
20,500554,0.0
21,500555,0.0
22,500556,0.0
23,500557,0.0
24,500558,0.0
25,500559,0.0
26,500560,0.0
27,500561,0.0
28,500562,0.0
29,500563,0.0
30,500564,0.0
31,500565,0.0
32,500566,0.0
33,500567,0.0
34,500568,0.0
35,500569,0.0
36,500570,0.0
37,500571,0.0
38,500572,0.0
39,500573,0.0
40,500574,0.0
41,500575,0.0
42,500576,0.0
43,500577,0.0
44,500578,0.0
45,500579,0.0
46,500580,0.0
47,500581,0.0
48,500582,0.0
49,500583,6.1
50,500584,10.0
51,500585,12.8
52,500586,14.0
53,500587,17.0
54,500588,18.9
55,500589,20.7
56,500590,24.2
57,500591,25.0
58,500592,26.6
59,500593,28.5
60,500594,30.5
61,500595,33.1
62,500596,34.5
63,500597,35.4
64,500598,36.9
65,500599,39.3
66,500600,39.4
67,500601,40.6
68,500602,41.9
69,500603,43.8
70,500604,45.2
71,500605,44.4
72,500606,42.8
73,500607,41.4
74,500608,38.4
75,500609,34.6
76,500610,32.2
77,500611,31.2
78,500612,28.2
79,500613,26.5
80,500614,26.1
81,500615,29.4
82,500616,33.0
83,500617,36.2
84,500618,38.5
85,500619,40.8
