,时间,GPS车速
0,504582,7.8
1,504583,2.3
2,504584,0.0
3,504585,0.0
4,504586,4.7
5,504587,4.3
6,504588,3.2
7,504589,1.4
8,504590,0.0
9,504591,0.0
10,504592,0.0
11,504593,0.0
12,504594,0.0
13,504595,0.0
14,504596,1.8
15,504597,0.0
16,504598,0.0
17,504599,4.8
18,504600,13.0
19,504601,16.6
20,504602,19.2
21,504603,19.3
22,504604,21.0
23,504605,21.0
24,504606,23.5
25,504607,25.4
26,504608,25.3
27,504609,26.1
28,504610,26.0
29,504611,26.1
30,504612,26.0
31,504613,27.0
32,504614,28.3
33,504615,28.2
34,504616,27.7
35,504617,25.7
36,504618,24.4
37,504619,23.2
38,504620,22.0
39,504621,22.5
40,504622,22.1
41,504623,24.1
42,504624,25.7
43,504625,27.4
44,504626,29.2
45,504627,30.3
46,504628,32.2
47,504629,32.5
48,504630,31.9
49,504631,33.3
50,504632,34.5
51,504633,35.5
52,504634,37.4
53,504635,38.6
54,504636,40.4
55,504637,41.0
56,504638,42.7
57,504639,44.2
58,504640,45.1
59,504641,45.6
60,504642,45.7
61,504643,47.0
62,504644,47.8
63,504645,47.8
64,504646,47.7
65,504647,47.9
66,504648,47.9
67,504649,46.9
68,504650,48.0
69,504651,47.7
70,504652,48.5
71,504653,48.9
72,504654,50.0
73,504655,50.1
74,504656,50.0
75,504657,49.6
76,504658,50.2
77,504659,51.1
78,504660,50.7
79,504661,52.6
80,504662,52.7
81,504663,52.6
82,504664,52.9
83,504665,53.0
84,504666,51.5
85,504667,51.2
86,504668,50.7
87,504669,48.4
88,504670,48.4
89,504784,18.9
90,504785,12.0
