,时间,GPS车速
0,440926,7.2
1,440927,7.8
2,440928,10.8
3,440929,12.3
4,440930,13.7
5,440931,13.8
6,440932,13.9
7,440933,16.5
8,440934,17.3
9,440935,17.2
10,440936,15.9
11,440937,20.6
12,440938,24.8
13,440939,26.9
14,440940,28.0
15,440941,28.9
16,440942,30.1
17,440943,30.1
18,440944,31.8
19,440945,33.0
20,440946,33.1
21,440947,33.7
22,440948,35.1
23,440949,35.0
24,440950,35.2
25,440951,35.8
26,440952,35.9
27,440953,34.6
28,440954,31.0
29,440955,25.6
30,440956,23.4
31,440957,23.3
32,440958,22.5
33,440959,27.7
34,440960,31.3
35,440961,30.9
36,440962,31.0
37,440963,30.4
38,440964,29.8
39,440965,31.4
40,440966,30.8
41,440967,30.4
42,440968,30.5
43,440969,31.9
44,440970,32.9
45,440971,34.1
46,440972,34.1
47,440973,34.7
48,440974,34.2
49,440975,34.6
50,440976,35.8
51,440977,36.1
52,440978,37.0
53,440979,37.3
54,440980,38.2
55,440981,39.0
56,440982,39.6
57,440983,39.7
58,440984,40.5
59,440985,41.0
60,440986,40.7
61,440987,40.2
62,440988,39.4
63,440989,39.9
64,440990,40.0
65,440991,40.1
66,440992,41.1
67,440993,41.5
68,440994,41.5
69,440995,41.0
70,440996,41.0
71,440997,41.0
72,440998,41.4
73,440999,41.5
74,441000,41.8
75,441001,42.6
76,441002,43.3
77,441003,43.4
78,441004,44.0
79,441005,44.4
80,441006,44.1
81,441007,44.5
82,441008,44.6
83,441009,45.1
84,441010,45.5
85,441011,45.6
86,441012,46.0
87,441029,42.1
88,441030,42.5
89,441031,43.1
90,441032,43.8
91,441033,44.7
92,441034,45.5
93,441035,46.2
94,441036,46.8
95,441037,46.7
96,441038,46.8
97,441039,47.1
98,441040,46.7
99,441041,46.7
100,441042,47.0
101,441043,47.5
102,441044,47.5
103,441045,47.6
104,441046,47.7
105,441047,48.2
106,441048,48.1
107,441049,47.5
108,441050,46.7
109,441051,46.2
110,441052,47.0
111,441053,46.3
112,441054,45.4
113,441055,44.2
114,441056,43.5
115,441057,42.5
116,441058,42.1
117,441059,42.4
118,441060,42.7
119,441061,43.9
120,441062,43.5
121,441063,43.7
122,441064,42.0
123,441065,38.6
124,441066,36.3
125,441067,35.6
126,441068,34.4
127,441069,36.3
128,441070,36.8
129,441071,36.7
130,441072,37.5
131,441073,38.4
132,441074,39.5
133,441075,37.5
134,441076,36.7
135,441077,36.7
136,441078,36.1
137,441079,35.0
138,441080,28.9
139,441081,27.2
140,441082,27.8
141,441083,29.4
142,441084,31.8
143,441085,32.4
144,441086,33.4
145,441087,33.7
146,441088,34.9
147,441089,36.8
148,441090,39.0
149,441091,40.6
150,441092,41.2
151,441093,41.6
152,441094,42.6
153,441095,43.1
154,441096,44.1
155,441097,44.9
