时间,GPS车速
66501,0.0
66502,0.0
66503,0.0
66504,0.0
66505,0.0
66506,0.0
66507,0.0
66508,0.0
66509,0.0
66510,0.0
66511,0.0
66512,0.0
66513,0.0
66514,0.0
66515,0.0
66516,0.0
66517,0.0
66518,0.0
66519,0.0
66520,0.0
66521,0.0
66522,0.0
66523,0.0
66524,0.0
66525,0.0
66526,0.0
66527,0.0
66528,5.6
66529,10.2
66530,12.8
66531,15.4
66532,17.5
66533,19.7
66534,21.9
66535,22.5
66536,23.5
66537,24.7
66538,24.7
66539,24.8
66540,26.5
66541,27.1
66542,27.2
66543,26.1
66544,26.0
66545,25.4
66546,25.1
66547,25.0
66548,24.1
66549,24.2
66550,25.4
66551,27.2
66552,28.9
66553,30.7
66554,32.5
66555,34.2
66556,35.0
66557,37.1
66558,37.7
66559,38.6
66560,39.7
66561,40.5
66562,39.9
66563,39.2
66564,37.9
66565,37.3
66566,36.0
66567,35.1
66568,34.0
66569,33.2
66570,32.9
66571,31.6
66572,30.5
66573,31.1
66574,32.4
66575,32.2
66576,31.9
66577,31.3
66578,30.4
66579,30.0
66580,29.2
66581,28.4
66582,26.9
66583,24.7
66584,23.6
66585,21.5
66586,17.5
66587,14.2
66588,12.2
66589,11.8
66590,11.8
66591,11.8
66592,13.0
66593,14.3
66594,16.3
66595,19.0
66596,20.9
66597,22.2
66598,23.4
66599,24.5
66600,24.5
66601,24.5
66602,24.8
66603,24.4
66604,23.6
66605,22.8
66606,22.1
66607,19.7
66608,17.4
66609,14.3
66610,11.1
66611,9.5
66612,7.5
66613,6.8
66614,5.9
66615,4.5
66616,0.1
66617,0.0
