时间,GPS车速
368003,9.5
368004,4.7
368005,2.1
368006,0.0
368007,0.0
368008,0.0
368009,0.0
368010,0.0
368011,0.0
368012,0.0
368013,4.3
368014,5.7
368015,11.6
368016,14.6
368017,15.0
368018,15.5
368019,16.8
368020,17.9
368021,18.3
368022,19.7
368023,20.5
368024,20.5
368025,21.2
368026,21.2
368027,21.2
368028,21.9
368029,22.1
368030,25.0
368031,25.3
368032,26.2
368033,24.9
368034,22.8
368035,21.4
368036,20.2
368037,21.9
368038,22.9
368039,25.1
368040,26.3
368041,25.4
368042,25.0
368043,23.9
368044,22.0
368045,22.8
368046,23.6
368047,24.0
368048,23.1
368049,21.7
368050,22.0
368051,19.6
368052,19.0
368053,17.7
368054,18.7
368055,20.6
368056,22.6
368057,24.7
368058,23.9
368059,23.1
368060,23.0
368061,22.0
368062,24.8
368063,27.8
368064,27.9
368065,27.3
368066,26.8
368067,25.9
368068,24.9
368069,24.5
368070,23.3
368071,21.9
368072,19.8
368073,16.4
368074,10.9
