,时间,GPS车速
0,461610,8.4
1,461611,5.3
2,461612,3.0
3,461613,3.0
4,461614,4.6
5,461615,7.6
6,461616,9.5
7,461617,8.2
8,461618,4.7
9,461619,3.4
10,461620,3.7
11,461621,3.8
12,461622,4.2
13,461623,3.3
14,461624,3.2
15,461625,3.1
16,461626,3.1
17,461627,3.2
18,461628,0.0
19,461629,0.0
20,461630,0.0
21,461631,0.0
22,461632,0.3
23,461633,0.4
24,461634,7.5
25,461635,8.5
26,461636,8.6
27,461637,9.3
28,461638,10.2
29,461639,11.8
30,461640,12.2
31,461641,13.3
32,461642,14.7
33,461643,15.7
34,461644,18.3
35,461645,19.5
36,461646,19.1
37,461647,19.0
38,461648,18.5
39,461649,18.2
40,461650,18.5
41,461651,19.7
42,461652,20.6
43,461653,22.2
44,461654,23.4
45,461655,24.8
46,461656,24.9
47,461657,25.3
48,461658,26.0
49,461659,25.9
50,461660,27.1
51,461661,28.4
52,461662,28.0
53,461663,28.6
54,461664,29.4
55,461665,30.8
56,461666,30.4
57,461667,28.9
58,461668,23.9
59,461669,19.6
60,461670,18.3
61,461671,19.0
62,461672,18.9
63,461673,19.0
64,461674,18.9
65,461675,16.3
66,461676,14.8
67,461677,13.7
68,461678,11.2
