时间,GPS车速
153124,0.3
153125,0.3
153126,0.3
153127,0.2
153128,0.1
153129,0.0
153130,0.0
153131,0.0
153132,0.0
153133,0.0
153134,0.0
153135,0.0
153136,0.0
153137,0.0
153138,0.0
153139,0.0
153140,0.0
153141,0.0
153142,0.0
153143,0.0
153144,0.0
153145,0.0
153146,0.0
153147,0.0
153148,0.0
153149,0.0
153150,0.0
153151,0.0
153152,0.0
153153,0.0
153154,8.5
153155,12.7
153156,14.2
153157,16.6
153158,19.9
153159,22.1
153160,22.8
153161,24.7
153162,26.4
153163,26.7
153164,27.9
153165,29.3
153166,30.1
153167,30.7
153168,32.2
153169,32.8
153170,33.6
153171,34.4
153172,34.5
153173,35.1
153174,35.2
153175,35.2
153176,35.0
153177,32.6
153178,31.2
153179,31.7
153180,32.7
153181,33.5
153182,34.3
153183,35.1
153184,35.5
153185,36.9
153186,37.6
153187,38.0
153188,38.9
153189,40.9
153190,42.4
153191,44.0
153192,45.7
153193,47.2
153194,47.1
153195,46.6
153196,46.2
153197,45.3
153198,44.5
153199,44.0
153200,43.0
153201,40.4
153202,36.3
153203,31.2
153204,26.2
153205,24.8
153206,24.7
153207,25.8
153208,26.6
153209,27.2
153210,27.6
153211,28.1
153212,28.4
153213,27.9
153214,28.3
153215,29.0
153216,29.9
153217,30.3
153218,30.2
153219,29.6
153220,29.5
153221,29.1
153222,29.0
153223,29.1
153224,29.2
153225,27.4
153226,21.0
153227,11.4
