时间,GPS车速
48581,0.0
48582,0.0
48583,0.0
48584,0.0
48585,0.0
48586,0.0
48587,0.0
48588,0.0
48589,0.0
48590,0.0
48591,0.0
48592,0.0
48593,0.0
48594,0.0
48595,0.0
48596,0.0
48597,0.0
48598,0.0
48599,0.0
48600,0.0
48601,0.0
48602,0.0
48603,0.0
48604,0.0
48605,0.0
48606,0.0
48607,0.0
48608,0.0
48609,0.0
48610,0.0
48611,0.0
48612,0.0
48613,0.0
48614,0.0
48615,0.0
48616,0.0
48617,0.0
48618,0.0
48619,0.0
48620,0.0
48621,0.0
48622,0.0
48623,0.0
48624,0.0
48625,0.0
48626,0.0
48627,0.0
48628,0.0
48629,0.0
48630,0.0
48631,0.0
48632,0.0
48633,0.0
48634,0.0
48635,0.0
48636,0.0
48637,0.0
48638,0.0
48639,0.0
48640,0.0
48641,0.0
48642,0.0
48643,0.0
48644,0.0
48645,0.0
48646,0.0
48647,0.0
48648,0.0
48649,0.0
48650,0.0
48651,0.0
48652,0.0
48653,0.0
48654,0.0
48655,0.0
48656,0.0
48657,0.0
48658,0.0
48659,0.0
48660,0.0
48661,0.0
48662,0.0
48663,0.0
48664,0.0
48665,0.0
48666,0.0
48667,0.0
48668,0.0
48669,0.0
48670,0.0
48671,0.0
48672,0.0
48673,0.0
48674,0.0
48675,0.0
48676,0.0
48677,0.0
48678,0.0
48679,0.0
48680,0.0
48681,0.0
48682,0.0
48683,0.0
48684,7.9
48685,12.1
48686,13.2
48687,12.3
48688,14.3
48689,16.1
48690,16.2
48691,17.0
48692,17.6
48693,19.4
48694,20.1
48695,20.2
48696,21.0
48697,21.6
48698,22.4
48699,22.7
48700,23.8
48701,23.9
48702,24.1
48703,24.8
48704,24.5
48705,24.1
48706,22.6
48707,21.6
48708,20.4
48709,22.5
48710,22.5
48711,22.5
48712,19.8
48713,16.2
48714,14.7
48715,14.0
48716,14.2
48717,13.9
48718,14.0
48719,13.9
48720,15.4
48721,16.7
48722,18.1
48723,19.7
48724,19.6
48725,19.7
48726,19.1
48727,19.0
48728,18.0
48729,18.1
48730,18.0
48731,18.4
48732,19.2
48733,18.9
48734,17.8
48735,15.9
48736,14.5
48737,12.1
48738,11.2
48739,9.9
48740,8.4
48741,8.4
48742,7.7
48743,10.5
48744,12.1
48745,11.4
48746,14.3
48747,15.8
48748,14.6
48749,15.7
48750,15.8
48751,15.0
48752,14.1
48753,11.9
48754,8.5
48755,6.5
48756,6.0
48757,3.8
48758,0.1
48759,0.0
