时间,GPS车速
465194,0.0
465195,0.0
465196,0.0
465197,0.0
465198,0.0
465199,2.0
465200,2.5
465201,5.2
465202,6.8
465203,7.7
465204,9.5
465205,11.4
465206,13.2
465207,14.8
465208,15.7
465209,16.2
465210,17.0
465211,17.3
465212,16.9
465213,16.4
465214,15.6
465215,15.0
465216,14.4
465217,15.0
465218,16.0
465219,17.3
465220,17.9
465221,17.1
465222,17.8
465223,19.1
465224,19.2
465225,20.2
465226,21.4
465227,21.3
465228,20.9
465229,20.9
465230,20.0
465231,19.6
465232,20.0
465233,20.0
465234,19.5
465235,18.9
465236,18.9
465237,19.5
465238,20.6
465239,20.7
465240,21.2
465241,22.6
465242,23.8
465243,24.9
465244,25.3
465245,25.4
465246,25.4
465247,25.4
465248,25.1
465249,25.1
465250,25.0
465251,25.1
465252,25.6
465253,26.2
465254,27.0
465255,27.4
465256,25.9
465257,24.6
465258,25.0
465259,26.9
465260,29.2
465261,31.6
465262,33.1
465263,34.5
465264,35.9
465265,37.1
465266,38.2
465267,39.1
465268,39.0
465269,33.8
465270,29.4
465271,29.3
465272,28.7
465273,28.8
465274,29.4
465275,29.9
465276,30.5
465277,31.0
465278,31.6
465279,32.1
465280,32.6
465281,33.0
465282,33.1
465283,33.1
465284,32.7
465285,32.8
465286,33.2
465287,33.7
465288,34.2
465289,34.6
465290,34.2
465291,33.8
465292,31.8
465293,30.2
465294,30.2
465295,30.9
465296,31.5
465297,32.0
465298,32.6
465299,33.2
465300,33.2
465301,33.2
465302,34.1
465303,34.6
465304,35.5
465305,36.2
465306,37.2
465307,38.6
465308,39.7
465309,41.1
465310,41.8
465311,42.7
465312,43.7
465313,45.0
465314,46.1
465315,46.6
465316,47.1
465317,45.9
465318,46.6
465319,47.7
465320,48.1
465321,48.5
465322,47.9
465323,48.0
465324,49.2
465325,50.5
465326,51.9
465327,52.7
465328,52.7
465329,53.0
465330,53.6
465331,55.3
465332,56.4
465333,57.4
465334,58.4
465335,59.4
465336,60.2
465337,60.9
465338,60.5
465339,60.5
465340,60.9
465341,61.5
465342,61.8
465343,61.1
465344,61.1
465345,61.5
465346,61.2
465347,60.8
465348,61.3
465349,61.8
465350,61.5
465351,61.7
465352,63.6
465353,64.0
465354,63.3
465355,62.9
465356,62.9
465357,63.2
465358,63.3
465359,62.9
465360,62.5
465361,62.4
465362,61.6
465363,61.2
465364,61.3
465365,61.1
465366,62.3
465367,62.4
465368,62.0
465369,61.9
465370,62.2
465371,60.7
465372,60.4
465373,60.3
465374,60.4
465375,60.4
465376,59.9
465377,59.6
465378,59.5
465379,59.5
465380,59.1
465381,58.5
465382,58.6
465383,58.6
465384,58.7
465385,59.0
465386,58.7
465387,58.6
465388,58.6
465389,58.0
465390,57.9
465391,57.9
465392,57.9
465393,57.3
465394,57.0
465395,57.0
465396,56.8
465397,56.7
465398,56.6
465399,56.3
465400,56.3
465401,55.8
465402,55.3
465403,55.4
465404,55.5
465405,55.7
465406,55.8
465407,56.2
465408,56.3
465409,56.7
465410,56.6
465411,56.7
465412,56.3
465413,56.5
465414,56.4
465415,54.3
465483,35.3
465484,35.8
465485,35.7
465486,35.8
465487,36.2
465488,35.8
465489,34.0
465490,30.6
465491,27.3
465492,26.4
465493,26.9
465494,28.0
465495,29.6
465496,31.2
465497,31.9
465498,33.3
465499,33.3
465500,33.2
465501,33.4
465502,34.1
465503,34.7
465504,35.6
465505,36.4
465506,35.7
465507,35.8
465508,36.5
465509,37.1
465510,38.0
465511,38.6
465512,39.3
465513,39.4
465514,39.3
465515,38.7
465516,38.1
465517,39.7
465518,40.2
465519,40.2
465520,40.0
465521,40.0
465522,40.0
465523,39.5
465524,39.5
465525,39.5
465526,38.8
465527,39.7
465528,38.8
465529,38.2
465530,37.8
465531,37.5
465532,37.1
465533,36.4
465534,36.0
465535,35.4
465536,35.4
465537,35.9
465538,35.8
465539,34.5
465540,35.3
465541,34.5
465542,34.5
465543,34.5
465544,34.6
465545,34.7
465546,34.2
465547,33.7
465548,33.7
465549,33.4
465550,32.3
465551,32.2
465552,32.8
465553,32.8
465554,32.8
465555,32.7
465556,32.8
465557,32.9
465558,32.8
465559,32.5
465560,32.8
465561,32.8
465562,32.7
465563,32.7
465564,33.2
465565,33.3
465566,33.4
465567,34.4
465568,34.8
465569,35.9
465570,36.8
465571,36.9
465572,37.0
465573,37.0
465574,37.2
465575,37.2
465576,38.0
465577,38.8
465578,38.3
465579,38.6
465580,38.7
465581,39.0
465582,39.0
465583,39.7
465584,40.8
465585,41.9
465586,42.2
465587,43.0
465588,42.6
465589,42.7
465590,42.2
465591,39.7
465592,36.3
465593,33.2
465594,31.7
465595,30.1
465596,29.8
465597,29.4
465598,29.7
465599,30.7
465600,31.6
465601,32.2
465602,32.7
465603,31.5
465604,27.8
465605,23.1
465606,18.1
465607,12.2
465608,7.7
465609,5.4
465610,4.1
465611,3.7
465612,4.8
465613,5.2
465614,5.7
465615,6.1
465616,6.5
465617,8.3
465618,10.2
465619,11.6
465620,14.1
465621,16.0
465622,17.0
465623,17.5
465624,18.7
465625,20.5
465626,22.5
465627,22.5
465628,23.2
465629,24.3
465630,25.6
465631,25.7
465632,26.6
465633,28.4
465634,28.8
465635,30.0
465636,31.2
465637,31.2
465638,32.2
465639,33.5
465640,34.6
465641,35.6
465642,36.6
465643,37.2
465644,37.7
465645,38.2
465646,39.1
465647,39.9
465648,41.6
465649,42.7
465650,43.8
465651,44.5
465652,44.5
465653,44.2
465654,45.0
465655,45.5
465656,46.2
465657,46.2
465658,46.2
465659,45.6
465660,44.8
465661,44.4
465662,43.6
465663,42.5
465664,42.4
465665,41.7
465666,40.4
465667,36.8
465668,32.3
465669,27.7
465670,25.1
465671,24.4
465672,24.3
465673,24.3
465674,24.4
465675,26.4
465676,29.4
465677,30.6
465678,32.5
465679,34.5
465680,36.2
465681,37.6
465682,39.2
465683,40.7
465684,41.9
465685,42.3
465686,42.4
465687,42.3
465688,42.7
465689,43.0
465690,43.7
465691,44.9
465692,46.2
