时间,GPS车速
42519,8.4
42520,3.9
42521,0.0
42522,0.0
42523,0.0
42524,0.0
42525,0.0
42526,0.0
42527,0.0
42528,0.0
42529,0.0
42530,0.0
42531,0.0
42532,0.0
42533,0.0
42534,0.0
42535,0.0
42536,0.0
42537,0.0
42538,0.0
42539,0.0
42540,0.0
42541,0.0
42542,0.0
42543,0.0
42544,0.0
42545,0.0
42546,0.0
42547,0.0
42548,0.0
42549,0.0
42550,0.0
42551,0.0
42552,0.0
42553,0.0
42554,0.0
42555,0.0
42556,0.0
42557,0.0
42558,0.0
42559,0.0
42560,0.0
42561,0.0
42562,0.0
42563,6.7
42564,10.7
42565,14.1
42566,15.6
42567,19.2
42568,22.2
42569,23.5
42570,26.5
42571,29.2
42572,31.5
42573,31.8
42574,33.3
42575,34.7
42576,35.4
42577,37.6
42578,39.7
42579,41.2
42580,41.6
42581,43.1
42582,43.7
42583,44.1
42584,44.6
42585,41.1
42586,29.8
42587,19.1
42588,17.6
42589,18.7
42590,22.0
42591,25.5
42592,27.6
42593,29.2
42594,30.5
42595,31.8
42596,33.3
42597,34.9
42598,35.9
42599,35.8
42600,34.7
42601,34.1
42602,33.8
42603,32.9
42604,31.0
42605,28.6
42606,25.0
42607,22.6
42608,19.6
42609,15.8
42610,12.6
42611,12.5
42612,12.6
42613,12.5
