,时间,GPS车速
0,355439,6.5
1,355440,0.3
2,355441,0.0
3,355442,0.0
4,355443,0.0
5,355444,0.0
6,355445,0.0
7,355446,0.0
8,355447,0.0
9,355448,0.0
10,355449,0.0
11,355450,0.0
12,355451,0.0
13,355452,0.0
14,355453,0.0
15,355454,0.0
16,355455,0.0
17,355456,0.0
18,355457,0.0
19,355458,0.0
20,355459,0.0
21,355460,0.0
22,355461,0.0
23,355462,0.0
24,355463,0.0
25,355464,0.0
26,355465,0.0
27,355466,0.0
28,355467,0.0
29,355468,0.0
30,355469,0.0
31,355470,0.0
32,355471,0.0
33,355472,0.0
34,355473,4.0
35,355474,6.5
36,355475,11.1
37,355476,12.9
38,355477,15.2
39,355478,16.3
40,355479,17.3
41,355480,17.9
42,355481,19.3
43,355482,20.9
44,355483,21.7
45,355484,22.7
46,355485,21.9
47,355486,21.8
48,355487,21.3
49,355488,22.1
50,355489,23.4
51,355490,24.2
52,355491,27.0
53,355492,28.8
54,355493,28.7
55,355494,29.5
56,355495,29.8
57,355496,29.2
58,355497,28.8
59,355498,29.9
60,355499,31.0
61,355500,32.5
62,355501,32.5
63,355502,31.9
64,355503,33.2
65,355504,33.9
66,355505,35.2
67,355506,35.8
68,355507,35.9
69,355508,36.3
70,355509,35.8
71,355510,35.7
72,355511,35.6
73,355512,32.9
74,355513,32.1
75,355514,31.4
76,355515,29.2
77,355516,28.4
78,355517,26.4
79,355518,22.3
80,355519,19.5
81,355520,16.1
82,355521,14.2
83,355522,11.7
84,355523,10.3
85,355524,11.2
86,355525,14.0
87,355526,18.1
88,355527,22.5
89,355528,27.2
90,355529,28.9
91,355530,29.3
92,355531,30.0
93,355532,31.0
94,355533,31.5
95,355534,33.0
96,355535,33.4
97,355536,33.0
98,355537,32.9
99,355538,33.7
100,355539,34.3
101,355540,34.3
102,355541,33.7
103,355542,33.7
104,355543,33.7
105,355544,33.7
106,355545,33.8
107,355546,33.8
108,355547,33.5
109,355548,33.5
110,355549,32.7
111,355550,32.4
112,355551,32.3
113,355552,30.3
114,355553,29.4
115,355554,26.4
116,355555,23.5
117,355556,20.5
118,355557,19.8
119,355558,18.9
120,355559,17.3
121,355560,13.5
122,355561,12.3
123,355562,13.5
124,355563,15.2
125,355564,15.1
126,355565,16.1
127,355566,16.4
128,355567,16.0
129,355568,17.1
130,355569,17.2
131,355570,18.6
132,355571,17.9
133,355572,17.3
134,355573,15.7
135,355574,11.6
