时间,GPS车速
466778,0.0
466779,0.0
466780,0.0
466781,0.0
466782,6.9
466783,7.9
466784,9.1
466785,8.7
466786,9.9
466787,12.8
466788,15.8
466789,17.7
466790,20.0
466791,22.1
466792,23.9
466793,25.8
466794,27.7
466795,29.6
466796,32.0
466797,34.0
466798,36.6
466799,39.6
466800,41.9
466801,44.2
466802,46.5
466803,47.7
466804,48.7
466805,49.8
466806,50.9
466807,52.0
466808,52.8
466809,54.0
466810,53.6
466811,53.5
466812,52.4
466813,53.2
466814,50.3
466815,49.2
466816,48.0
466817,46.4
466818,45.7
466819,44.9
466820,44.6
466821,44.6
466822,44.3
466823,44.4
466824,45.1
466825,45.7
466826,45.4
466827,45.1
466828,44.5
466829,44.0
466830,42.5
466831,40.2
466832,39.0
466833,38.8
466834,37.7
466835,38.1
466836,38.5
466837,38.7
466838,38.7
466839,39.0
466840,38.9
466841,39.3
466842,39.9
466843,39.8
466844,39.1
466845,37.1
466846,34.5
466847,33.4
466848,32.8
466849,33.1
466850,34.0
466851,35.5
466852,37.0
466853,38.3
466854,39.3
466855,40.7
466856,41.5
466857,42.0
466858,42.2
466859,42.7
466860,42.7
466861,42.7
466862,43.2
466863,43.2
466864,42.6
466865,41.4
466866,39.2
466867,36.5
466868,32.5
466869,27.2
466870,21.3
466871,17.7
466872,17.2
466873,18.9
466874,21.6
466875,24.2
466876,26.1
466877,26.8
466878,26.5
466879,24.8
466880,21.4
466881,17.6
466882,15.3
466883,15.2
466884,15.2
466885,14.9
466886,12.2
