,时间,GPS车速
0,468434,7.5
1,468435,7.5
2,468436,6.7
3,468437,7.1
4,468438,9.1
5,468439,11.2
6,468440,11.5
7,468441,14.9
8,468442,18.0
9,468443,20.8
10,468444,24.5
11,468445,25.4
12,468446,27.0
13,468447,28.7
14,468448,31.0
15,468449,31.0
16,468450,32.7
17,468451,33.5
18,468452,33.6
19,468453,33.0
20,468454,32.6
21,468455,32.6
22,468456,33.4
23,468457,34.0
24,468458,31.5
25,468459,30.2
26,468460,30.3
27,468465,34.6
28,468466,39.0
29,468467,39.1
30,468468,40.6
31,468469,42.3
32,468470,45.1
33,468471,46.9
34,468472,48.6
35,468473,50.1
36,468474,51.3
37,468475,51.2
38,468476,52.4
39,468477,53.5
40,468478,55.2
41,468479,56.2
42,468480,56.2
43,468481,56.3
44,468482,55.8
45,468483,56.4
46,468484,49.0
47,468485,46.0
48,468486,44.6
49,468487,42.3
50,468488,41.2
51,468489,40.2
52,468490,39.0
53,468491,37.9
