,时间,GPS车速
0,358266,9.3
1,358267,6.9
2,358268,6.1
3,358269,5.0
4,358270,5.1
5,358271,5.5
6,358272,6.2
7,358273,7.4
8,358274,7.7
9,358275,8.4
10,358276,7.3
11,358277,8.9
12,358278,8.8
13,358279,8.9
14,358280,10.1
15,358281,10.2
16,358282,11.1
17,358283,12.0
18,358284,12.5
19,358285,14.3
20,358286,13.3
21,358287,14.1
22,358288,14.8
23,358289,15.5
24,358290,16.0
25,358291,16.5
26,358292,18.6
27,358293,18.2
28,358294,17.8
29,358295,17.5
30,358296,17.8
31,358297,17.7
32,358298,18.5
33,358299,18.5
34,358300,18.0
35,358301,18.5
36,358302,17.4
37,358303,17.8
38,358304,15.9
39,358305,12.7
40,358306,11.2
