时间,GPS车速
345463,0.0
345464,0.0
345465,0.0
345466,0.0
345467,0.0
345468,0.4
345469,8.8
345470,13.9
345471,16.0
345472,17.3
345473,19.4
345474,18.5
345475,16.8
345476,13.4
345477,15.7
345478,16.1
345479,17.0
345480,16.0
345481,14.8
345482,14.5
345483,17.0
345484,18.2
345485,19.4
345486,20.8
345487,22.0
345488,23.6
345489,24.8
345490,25.6
345491,27.4
345492,27.5
345493,28.7
345494,29.0
345495,27.9
345496,27.0
345497,22.8
345498,23.3
345499,23.7
345500,24.9
345501,26.2
345502,27.0
345503,27.6
345504,29.9
345505,30.4
345506,29.8
345507,28.8
345508,27.9
345509,24.6
345510,21.9
345511,19.2
345512,15.8
345513,12.8
345514,10.5
345515,8.5
345516,7.1
345517,5.7
345518,5.2
345519,4.2
345520,2.5
345521,0.0
