,时间,GPS车速
0,166830,9.8
1,166831,4.3
2,166832,4.4
3,166833,6.9
4,166834,12.5
5,166835,15.2
6,166836,18.7
7,166837,22.3
8,166838,24.7
9,166839,26.9
10,166840,28.8
11,166841,31.5
12,166842,34.6
13,166843,36.7
14,166844,38.7
15,166845,39.9
16,166846,42.0
17,166847,43.0
18,166848,44.2
19,166849,44.2
20,166850,44.3
21,166851,45.1
22,166852,44.2
23,166853,42.5
24,166854,41.4
25,166855,41.4
26,166856,42.2
27,166857,43.8
28,166858,44.5
29,166859,44.4
30,166860,44.1
31,166861,42.2
32,166862,41.5
33,166863,40.7
34,166864,40.7
35,166865,41.7
36,166866,40.8
37,167590,19.1
38,167591,20.6
39,167592,23.9
40,167593,28.3
41,167594,30.1
42,167595,30.5
43,167596,30.6
44,167597,29.9
45,167598,27.7
46,167599,23.1
47,167600,20.5
48,167601,21.4
49,167602,23.5
50,167603,25.1
51,167604,24.4
52,167605,22.5
53,167606,21.8
54,167607,22.7
55,167608,23.2
56,167609,24.4
57,167610,26.4
58,167611,26.1
59,167612,25.0
60,167613,24.3
61,167614,23.4
62,167615,21.4
63,167616,21.0
64,167617,20.5
65,167618,20.6
66,167619,21.6
67,167620,23.5
68,167621,23.9
69,167622,24.0
70,167623,23.6
71,167624,25.1
72,167625,26.0
73,167626,26.1
74,167627,25.5
75,167628,25.6
76,167629,27.1
77,167630,26.7
78,167631,26.8
79,167632,25.9
80,167633,24.9
81,167634,23.2
82,167635,22.0
83,167636,21.3
84,167637,21.3
85,167638,20.4
86,167639,20.0
87,167640,19.4
88,167641,16.4
89,167642,12.3
