,时间,GPS车速
0,339489,7.6
1,339490,5.4
2,339491,3.6
3,339492,2.3
4,339493,1.5
5,339494,0.0
6,339495,0.0
7,339496,0.0
8,339497,0.0
9,339498,0.0
10,339499,0.0
11,339500,0.0
12,339501,0.0
13,339502,0.0
14,339503,0.0
15,339504,0.0
16,339505,0.0
17,339506,0.0
18,339507,0.0
19,339508,0.0
20,339509,0.0
21,339510,0.0
22,339511,0.0
23,339512,10.7
24,339513,14.6
25,339514,15.7
26,339515,18.5
27,339516,21.5
28,339517,23.6
29,339518,24.7
30,339519,26.7
31,339520,29.0
32,339521,30.8
33,339522,32.2
34,339523,33.3
35,339524,36.1
36,339525,38.5
37,339526,40.5
38,339527,41.8
39,339528,42.4
40,339529,44.4
41,339530,45.6
42,339531,47.0
43,339532,48.4
44,339533,50.6
45,339534,51.2
46,339535,51.6
47,339536,54.6
48,339537,56.4
49,339538,57.6
50,339539,58.0
51,339540,59.3
52,339541,59.4
53,339542,60.0
54,339543,61.4
55,339544,62.7
56,339545,63.5
57,339546,63.4
58,339547,63.9
59,339548,64.2
60,339549,62.7
61,339550,63.0
62,339551,63.4
63,339552,63.9
64,339553,64.3
65,339554,64.7
66,339555,65.0
67,339556,64.9
68,339557,64.8
69,339558,64.8
70,339559,65.3
71,339560,65.4
72,339561,65.3
73,339562,65.2
74,339563,65.1
75,339564,64.5
76,339565,64.1
77,339566,64.2
78,339567,62.2
79,339568,61.4
80,339569,60.6
81,339570,59.6
82,339571,58.3
83,339572,56.6
84,339573,54.0
85,339574,51.4
86,339575,49.4
87,339576,47.9
88,339577,46.3
89,339578,45.0
90,339579,43.9
91,339580,42.7
92,339581,41.9
93,339582,41.1
94,339583,38.6
95,339584,37.5
96,339585,38.1
97,339586,39.5
98,339587,41.2
99,339588,41.9
100,339589,41.3
101,339590,40.7
102,339591,40.7
103,339592,41.5
104,339593,41.4
105,339594,41.3
106,339595,42.3
107,339596,43.5
108,339597,43.9
109,339598,44.6
110,339599,45.8
111,339600,46.8
112,339601,47.1
113,339602,48.2
114,339603,49.1
115,339604,49.1
116,339605,49.8
117,339606,50.5
118,339607,51.0
119,339608,51.0
120,339609,51.8
121,339610,52.4
122,339611,52.2
123,339612,52.2
124,339613,52.9
125,339614,53.3
126,339615,53.1
127,339616,53.2
128,339617,53.3
129,339618,53.3
130,339619,53.1
131,339620,52.6
132,339621,52.8
133,339622,48.3
134,339623,45.5
135,339624,44.9
136,339625,44.0
137,339626,43.5
138,339627,43.8
139,339628,44.9
140,339629,46.0
141,339630,47.9
142,339631,48.5
143,339632,50.9
144,339633,51.9
145,339634,52.1
146,339635,53.0
147,339636,56.7
148,339637,57.5
149,339638,57.5
150,339639,57.6
151,339640,58.0
152,339641,59.2
153,339642,58.7
154,339643,58.8
155,339644,58.8
156,339645,58.3
157,339646,58.3
158,339647,57.5
159,339648,57.8
160,339649,56.5
161,339650,57.3
162,339651,57.8
163,339652,57.3
164,339653,59.1
165,339654,59.6
166,339655,59.5
167,339656,60.2
168,339657,60.0
169,339658,59.3
170,339659,58.9
171,339660,59.1
172,339661,59.0
173,339662,58.5
174,339663,58.4
175,339664,58.4
176,339665,59.1
177,339666,58.5
178,339667,58.6
179,339668,58.7
180,339669,59.3
181,339670,60.2
182,339671,60.1
183,339672,59.2
184,339673,58.6
185,339674,58.9
186,339675,59.2
187,339676,60.1
188,339677,59.3
189,339678,58.6
190,339679,59.1
191,339680,59.1
192,339681,62.4
193,339682,63.1
194,339683,64.4
195,339684,64.7
196,339685,63.9
197,339686,65.1
198,339687,62.7
199,339688,62.4
200,339689,62.5
201,339690,62.4
202,339691,62.0
203,339692,61.6
204,339693,59.4
205,339694,56.6
206,339695,55.5
207,339696,54.7
208,339697,53.8
209,339698,53.1
210,339699,52.6
211,339700,52.2
212,339701,51.8
213,339702,45.7
214,339703,42.2
215,339704,39.0
216,339705,35.6
217,339706,31.5
218,339707,27.3
219,339708,23.7
220,339709,21.5
221,339710,19.6
222,339711,17.4
223,339712,15.2
224,339713,13.2
225,339714,11.3
226,339715,11.2
