,时间,GPS车速
0,420078,6.4
1,420079,0.3
2,420080,0.1
3,420081,0.1
4,420082,0.0
5,420083,0.0
6,420084,0.0
7,420085,0.0
8,420086,0.0
9,420087,0.0
10,420088,0.0
11,420089,0.0
12,420090,0.0
13,420091,0.0
14,420092,0.0
15,420093,0.0
16,420094,0.0
17,420095,0.0
18,420096,0.0
19,420097,0.0
20,420098,0.0
21,420099,0.0
22,420100,0.0
23,420101,0.0
24,420102,0.0
25,420103,0.0
26,420104,0.0
27,420105,0.0
28,420106,0.0
29,420107,0.0
30,420108,0.0
31,420109,0.0
32,420110,0.0
33,420111,0.0
34,420112,0.0
35,420113,0.0
36,420114,0.0
37,420115,0.0
38,420116,0.0
39,420117,0.0
40,420118,0.0
41,420119,0.0
42,420120,0.0
43,420121,0.0
44,420122,0.0
45,420123,0.0
46,420124,0.0
47,420211,16.8
48,420212,19.8
49,420213,21.1
50,420214,22.7
51,420215,25.5
52,420216,28.1
53,420217,30.5
54,420218,32.1
55,420219,32.2
56,420220,33.7
57,420221,35.1
58,420222,36.6
59,420223,37.9
60,420224,39.3
61,420225,40.7
62,420226,41.9
63,420227,43.2
64,420228,43.7
65,420229,44.0
66,420230,45.2
67,420231,46.4
68,420232,47.6
69,420233,47.6
70,420234,48.0
71,420235,49.3
72,420236,50.2
73,420237,50.0
74,420238,50.4
75,420239,51.4
76,420240,51.5
77,420241,51.5
78,420242,52.0
79,420243,51.9
80,420244,51.9
81,420245,52.0
82,420246,52.8
83,420247,52.7
84,420248,52.7
85,420249,52.8
86,420250,52.9
87,420251,52.9
88,420252,53.2
89,420253,53.6
90,420254,53.5
91,420255,53.4
92,420256,53.5
93,420257,54.0
94,420258,54.1
95,420259,54.5
96,420260,54.0
97,420261,54.0
98,420262,54.5
99,420263,54.5
100,420264,54.2
101,420265,54.6
102,420266,55.0
103,420267,54.8
104,420268,54.4
105,420269,54.0
106,420270,53.8
107,420271,53.9
108,420272,54.0
109,420273,54.1
110,420274,53.7
111,420275,53.8
112,420276,53.8
113,420277,53.5
114,420278,53.6
115,420279,53.6
116,420280,53.6
117,420281,52.6
118,420282,53.0
119,420283,52.0
120,420284,52.0
121,420285,52.0
122,420286,52.0
123,420287,51.9
124,420288,51.6
125,420289,52.0
126,420290,52.1
127,420291,52.0
128,420292,52.0
129,420293,52.4
130,420294,52.8
131,420295,52.9
132,420296,52.4
133,420376,41.3
134,420377,40.2
135,420378,39.9
136,420379,39.8
137,420380,35.8
138,420381,32.7
139,420382,33.5
140,420383,32.3
141,420384,31.2
142,420385,27.2
143,420386,25.7
144,420387,25.0
145,420388,26.2
146,420389,27.3
147,420390,28.7
148,420391,30.7
149,420392,31.8
150,420393,31.7
151,420394,32.2
152,420395,33.6
153,420396,35.0
154,420397,34.9
155,420398,33.5
156,420399,33.5
157,420584,24.9
158,420585,25.5
159,420586,25.6
160,420587,24.8
161,420690,39.4
162,420691,39.3
163,420692,38.5
164,420693,38.0
165,420694,38.1
166,420695,39.0
167,420696,39.1
168,420697,39.5
169,420698,39.0
170,420699,39.0
171,420700,38.9
172,420701,38.8
173,420702,38.7
174,420703,37.8
175,420704,37.2
176,420705,37.1
177,420706,36.7
178,420707,36.1
179,420708,34.8
180,420709,33.8
181,420710,34.5
182,420711,31.7
183,420712,28.7
184,420713,26.0
185,420714,21.4
186,420715,19.9
187,420716,19.2
188,420717,20.5
189,420718,22.0
190,420719,23.0
191,420720,24.5
192,420721,24.6
193,420722,24.7
194,420723,26.0
195,420724,26.5
196,420726,28.8
197,420727,30.6
198,420728,32.9
199,420729,33.5
200,420730,34.9
201,420731,36.4
202,420732,37.2
203,420733,38.2
204,420734,38.9
205,420735,40.1
206,420736,39.7
207,420737,40.5
208,420738,41.1
209,420739,42.5
210,420740,43.8
211,420741,43.7
212,420742,43.6
213,420743,44.3
214,420744,44.6
215,420745,45.1
216,420746,44.9
217,420747,45.4
218,420748,45.9
219,420749,45.5
220,420750,45.1
221,420751,44.9
222,420752,44.9
223,420753,44.3
224,420754,44.4
225,420755,44.0
226,420756,44.0
227,420757,43.9
228,420758,40.1
229,420759,34.3
230,420760,27.9
231,420761,23.4
232,420762,21.8
233,420763,21.8
234,420764,23.2
235,420765,26.3
236,420766,29.1
237,420767,31.7
238,420768,32.9
239,420769,32.3
240,420770,32.6
241,420771,34.2
242,420772,35.9
243,420773,37.6
244,420774,39.5
245,420775,40.8
246,420776,41.7
247,420777,43.5
248,420778,45.1
249,420779,45.5
250,420780,46.4
251,420781,46.9
252,420782,47.1
253,420783,47.7
254,420784,47.8
255,420785,49.5
256,420786,50.4
257,420787,50.4
258,420788,50.8
259,420789,50.9
260,420790,51.0
261,420791,51.1
262,420792,51.1
263,420793,50.6
264,420794,50.6
265,420795,50.6
266,420796,50.5
267,420797,50.7
268,420798,51.0
269,420799,50.1
270,420800,50.1
271,420801,49.8
272,420802,49.0
273,420803,49.0
274,420804,48.4
275,420805,48.5
276,420806,48.5
277,420807,47.3
278,420808,46.0
279,420809,45.3
280,420810,45.0
281,420811,45.0
282,420812,45.3
283,420813,45.2
284,420814,45.8
285,420815,45.3
286,420816,45.3
287,420817,45.2
288,420818,44.9
289,420819,44.4
290,420820,43.8
291,420821,43.7
292,420822,42.5
293,420823,41.3
294,420824,37.3
295,420825,35.4
296,420826,35.9
297,420827,36.6
298,420828,35.5
299,420829,37.5
300,420830,38.4
301,420831,39.0
302,420832,38.7
303,420833,38.6
304,420834,38.5
305,420835,38.0
306,420836,38.3
307,420837,39.0
308,420838,39.5
309,420839,39.6
310,420840,39.3
311,420841,38.5
312,420842,38.0
313,420843,38.9
314,420844,39.8
315,420845,39.4
316,420846,38.9
317,420847,38.4
318,420848,37.6
319,420849,38.3
320,420850,36.6
321,420851,33.9
322,420852,31.7
323,420853,28.5
324,420854,26.2
325,420855,23.5
326,420856,21.2
327,420857,20.9
328,420858,21.0
329,420859,21.7
330,420860,22.1
331,420861,23.1
332,420862,23.0
333,420863,24.3
334,420864,24.4
335,420865,24.3
336,420866,25.6
337,420867,27.1
338,420868,28.7
339,420869,29.0
340,420870,28.4
341,420941,32.9
342,420942,32.9
343,420943,33.5
344,420944,34.2
345,420945,34.2
346,420946,34.4
347,420947,33.8
348,420948,33.2
349,420949,33.3
350,420950,33.2
351,420951,33.2
352,420952,34.0
353,420953,35.1
354,420954,37.0
355,420955,38.8
356,420956,40.4
357,420957,41.4
358,420958,42.3
359,420959,43.2
360,420960,44.3
361,420961,45.0
362,420962,45.0
363,420963,44.4
364,420964,43.5
365,420965,43.5
366,420966,42.9
367,420967,42.4
368,420968,41.8
369,420969,41.2
370,420970,40.5
371,420971,39.7
372,420972,38.3
373,420973,33.8
374,420974,32.0
375,420975,32.5
376,420976,31.9
377,420977,32.6
378,420978,33.2
379,420979,34.1
380,420980,35.0
381,420981,36.3
382,420982,38.6
383,420983,39.6
384,420984,40.1
385,420985,40.0
386,420986,39.5
387,420987,39.3
388,420988,38.8
389,420989,38.3
390,420990,37.7
391,420991,36.4
392,420992,35.2
393,420993,35.7
394,420994,35.2
395,420995,35.1
396,420996,35.0
397,420997,34.3
398,420998,33.9
399,420999,33.6
400,421000,32.5
401,421001,30.4
402,421002,27.9
403,421003,27.1
404,421004,27.7
405,421005,28.0
406,421006,29.4
407,421007,29.4
408,421008,29.9
409,421009,30.7
410,421010,31.6
411,422328,35.2
412,422329,34.6
413,422330,34.6
414,422331,34.6
415,422332,35.0
416,422333,35.6
417,422334,36.0
418,422335,35.9
419,422336,35.8
420,422337,35.8
421,422338,35.7
422,422339,35.6
423,422340,36.0
424,422341,36.1
425,422342,36.1
426,422343,35.7
427,422344,35.2
428,422345,35.2
429,422346,35.2
430,422347,35.6
431,422348,36.0
432,422349,35.5
433,422350,35.8
434,422351,35.4
435,422352,35.3
436,422353,35.0
437,422354,34.5
438,422355,34.3
439,422356,33.7
440,422357,33.0
441,422358,32.3
442,422359,32.3
443,422360,31.3
444,422361,30.2
445,422362,30.6
446,422363,28.5
447,422364,27.5
448,422365,23.2
449,422366,21.6
450,422367,20.9
451,422368,20.8
452,422369,21.8
453,422370,22.7
454,422371,22.1
455,422372,22.2
456,422373,22.8
457,422374,21.2
458,422375,21.5
459,422376,22.3
460,422377,21.6
461,422378,21.2
462,422379,18.1
463,422380,16.4
464,422381,13.2
