,时间,GPS车速
0,23878,6.2
1,23879,0.0
2,23880,0.0
3,23881,0.1
4,23882,0.1
5,24849,13.3
6,24850,12.3
7,24851,13.6
8,24852,15.6
9,24853,18.3
10,24854,20.5
11,24855,21.8
12,24856,22.6
13,24857,23.2
14,24858,23.8
15,24859,23.9
16,24860,24.7
17,24861,25.3
18,24862,26.0
19,24863,25.2
20,24864,26.4
21,24865,27.3
22,24866,28.5
23,24867,29.4
24,24868,30.1
25,24869,30.1
26,24870,30.6
27,24871,30.7
28,24872,31.3
29,24873,31.3
30,24874,30.8
31,24875,30.2
32,24876,30.5
33,24877,30.1
34,24878,29.6
35,24879,29.6
36,24880,29.9
37,24881,29.2
38,24882,28.6
39,24883,28.3
40,24884,27.3
41,24885,27.4
42,24886,26.9
43,24887,26.8
44,24888,26.2
45,24889,25.5
46,24890,24.9
47,24891,25.1
48,24892,25.5
49,24893,25.4
50,24894,26.5
51,24895,25.8
52,24896,27.0
53,24897,26.9
54,24898,26.5
55,24899,25.5
56,24900,24.8
57,24901,24.1
58,24902,24.1
59,24903,22.1
60,24904,19.6
61,24905,17.6
62,24906,16.8
63,24907,16.2
64,24908,15.7
65,24909,15.6
66,24910,15.8
67,24911,16.5
68,24912,15.3
69,24913,13.1
70,24914,13.0
71,24915,13.8
72,24916,13.8
73,24917,15.0
74,24918,15.1
75,24919,17.0
76,24920,16.2
77,24921,15.5
78,24922,13.7
79,24923,12.7
