时间,GPS车速
403228,8.9
403229,6.9
403230,8.0
403231,11.1
403232,15.0
403233,18.2
403234,20.9
403235,23.5
403236,25.4
403269,33.0
403270,34.2
403271,35.4
403272,36.1
403273,37.3
403274,37.5
403275,37.1
403276,36.2
403277,35.2
403278,34.2
403279,32.6
403280,31.9
403281,31.1
403282,30.5
403283,29.9
403284,29.8
403285,30.8
403286,32.3
403287,33.9
403288,35.4
403289,36.8
403290,38.5
403291,39.9
403292,41.2
403293,42.0
403294,42.1
403295,41.8
403296,40.6
403297,40.1
403298,39.6
403299,39.9
403300,40.1
403301,40.1
403302,40.2
403303,41.0
403304,40.5
403305,40.1
403306,40.9
403307,40.9
403308,41.0
403309,40.9
403310,40.6
403311,40.3
403312,39.1
403313,37.6
403314,35.5
403315,28.5
403316,18.0
403317,11.2
