,时间,GPS车速
0,348041,9.3
1,348042,7.5
2,348043,5.2
3,348044,3.7
4,348045,2.8
5,348046,1.7
6,348047,1.6
7,348048,0.0
8,348049,0.0
9,348050,0.0
10,348051,0.0
11,348052,0.0
12,348053,0.0
13,348054,0.0
14,348055,0.0
15,348056,0.0
16,348057,0.0
17,348058,0.0
18,348059,0.0
19,348060,0.0
20,348061,0.0
21,348062,0.0
22,348063,1.4
23,348064,1.7
24,348065,0.0
25,348066,0.0
26,348067,0.0
27,348068,0.0
28,348069,0.0
29,348070,0.0
30,348071,0.0
31,348072,0.0
32,348073,0.0
33,348074,0.0
34,348075,0.0
35,348076,0.0
36,348077,0.0
37,348078,0.0
38,348079,0.0
39,348080,0.0
40,348081,0.0
41,348082,0.0
42,348083,0.0
43,348084,0.0
44,348085,0.0
45,348086,0.0
46,348087,0.0
47,348088,0.0
48,348089,0.0
49,348090,0.0
50,348091,0.0
51,348092,0.0
52,348093,0.0
53,348094,0.0
54,348095,0.0
55,348096,0.0
56,348097,0.0
57,348098,0.0
58,348099,0.0
59,348100,0.0
60,348101,0.0
61,348102,0.0
62,348103,0.0
63,348104,0.0
64,348105,0.0
65,348106,0.0
66,348107,0.0
67,348108,0.0
68,348109,0.0
69,348110,0.0
70,348111,0.0
71,348112,0.0
72,348113,0.0
73,348114,0.0
74,348115,0.0
75,348116,0.0
76,348117,0.0
77,348118,0.0
78,348119,0.0
79,348120,0.0
80,348121,0.0
81,348122,0.0
82,348123,0.0
83,348124,0.0
84,348125,0.0
85,348126,0.0
86,348127,0.0
87,348128,0.0
88,348129,0.0
89,348130,0.0
90,348131,0.0
91,348132,0.0
92,348133,0.0
93,348134,0.0
94,348135,0.0
95,348136,0.0
96,348137,0.0
97,348138,0.0
98,348139,0.0
99,348140,0.0
100,348141,0.0
101,348142,0.0
102,348143,0.0
103,348144,0.0
104,348145,0.0
105,348146,0.0
106,348147,0.0
107,348148,0.0
108,348149,0.0
109,348150,0.0
110,348151,0.0
111,348152,0.0
112,348153,0.0
113,348154,0.0
114,348155,0.0
115,348156,0.0
116,348157,3.0
117,348158,3.3
118,348159,5.5
119,348160,8.2
120,348161,11.3
121,348162,13.8
122,348163,14.6
123,348164,16.5
124,348165,16.9
125,348166,18.6
126,348167,20.5
127,348168,21.7
128,348169,24.2
129,348170,24.9
130,348171,24.9
131,348172,26.0
132,348173,27.9
133,348174,28.5
134,348175,28.5
135,348176,28.2
136,348177,28.3
137,348178,28.2
138,348179,27.0
139,348180,26.0
140,348181,24.7
141,348182,24.0
142,348183,23.9
143,348184,22.5
144,348185,21.8
145,348186,23.5
146,348187,23.4
147,348188,22.1
148,348189,21.3
149,348190,20.8
150,348191,19.3
151,348192,17.5
152,348193,15.9
153,348194,14.3
154,348195,12.8
155,348196,11.6
156,348197,10.9
157,348198,10.4
