,时间,GPS车速
0,253927,7.7
1,253928,0.3
2,253929,0.0
3,253930,0.0
4,254649,25.7
5,254650,26.5
6,254651,27.4
7,254652,26.6
8,254653,22.7
9,254654,21.4
10,254655,24.0
11,254656,26.0
12,254657,23.4
13,254658,22.9
14,254659,21.0
15,254660,20.0
16,254661,20.4
17,254662,20.5
18,254663,21.7
19,254664,21.7
20,254665,22.7
21,254666,24.8
22,254667,26.8
23,254668,27.5
24,254669,27.5
25,254670,28.5
26,254671,28.5
27,254672,29.5
28,254673,31.2
29,254674,29.8
30,254675,31.1
31,254676,31.8
32,254677,32.7
33,254678,32.8
34,254679,32.4
35,254680,33.2
36,254681,33.1
37,254682,34.8
38,254683,34.5
39,254684,35.2
40,254685,35.7
41,254686,36.7
42,254687,36.0
43,254688,37.7
44,254689,37.7
45,254690,36.1
46,254691,32.9
47,254692,29.2
48,254693,26.2
49,254694,21.4
50,254695,16.4
51,254696,13.1
52,254697,10.7
